ID,sid,季度,股本(億),財報評分,季度股價(元)收盤,季度股價(元)平均,季度股價(元)漲跌,季度股價(元)漲跌(%),獲利金額(億)營業收入,獲利金額(億)營業毛利,獲利金額(億)營業利益,獲利金額(億)業外損益,獲利金額(億)稅後淨利,獲利率(%)營業毛利,獲利率(%)營業利益,獲利率(%)業外損益,獲利率(%)稅後淨利,單季ROE(%),年估ROE(%),單季ROA(%),年估ROA(%),EPS(元)稅後EPS,EPS(元)年增(元),BPS(元)
0,1909,2021Q1,-,-,20.6,20.8,-2.65,-11.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1909,2020Q4,-,-,23.25,18.3,+6.5,+38.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,1909,2020Q3,122,36,16.75,15.6,+2.5,+17.5,119,19.1,7.48,-3.35,3.21,16.1,6.28,-2.81,2.69,1.47,5.87,0.46,1.85,0.27,+0.38,18.11
3,1909,2020Q2,122,30,14.25,13.1,+2.7,+23.4,97.7,12.1,1.32,-1.92,-0.39,12.4,1.35,-1.97,-0.52,-0.24,-0.96,-0.08,-0.3,-0.03,+0.02,17.19
4,1909,2020Q1,122,38,11.55,14.6,-3.5,-23.3,69.8,11,3.79,-2.98,1.52,15.7,5.43,-4.26,2.04,0.66,2.63,0.21,0.83,0.12,-0.01,17.19
5,1909,2019Q4,122,38,15.05,13.7,+1.4,+10.3,123,20.2,7.34,-3.26,5.26,16.3,5.95,-2.65,4.28,2.46,9.85,0.74,2.98,0.44,+0.46,17.83
6,1909,2019Q3,117,32,13.65,14.5,-0.9,-6.2,121,15.6,2.96,-3.95,-0.88,12.9,2.45,-3.27,-0.84,-0.48,-1.91,-0.14,-0.56,-0.11,-0.08,17.42
7,1909,2019Q2,117,30,14.55,15.8,-2.5,-14.7,118,14.6,2.84,-4.1,-0.61,12.3,2.41,-3.48,-0.63,-0.33,-1.33,-0.1,-0.41,-0.05,-0.69,18.15
8,1909,2019Q1,117,38,17.05,16.4,+2.8,+19.6,115,15.2,4.69,-2.78,1.57,13.2,4.07,-2.42,1.31,0.67,2.66,0.2,0.82,0.13,-0.11,19.33
9,1909,2018Q4,117,32,14.25,16.5,-6.9,-32.6,128,16.6,4.45,-4.45,-0.22,13,3.47,-3.48,-0.3,-0.17,-0.68,-0.05,-0.21,-0.02,-0.83,18.41
10,1909,2018Q3,113,30,21.15,23.3,-4.85,-18.7,132,17.7,4.71,-4.69,-0.31,13.4,3.57,-3.56,-0.34,-0.19,-0.75,-0.06,-0.23,-0.03,-1.04,19.74
11,1909,2018Q2,113,36,26,32.9,-6.6,-20.2,151,23.4,11.5,-0.66,7.2,15.5,7.64,-0.44,4.83,2.8,11.2,0.95,3.81,0.64,-0.19,21.13
12,1909,2018Q1,113,38,32.6,35.6,-9.25,-22.1,113,14.8,5.95,-1.62,2.67,13.1,5.28,-1.44,2.37,0.96,3.86,0.35,1.42,0.24,-0.66,23.64
13,1909,2017Q4,113,36,41.85,42.1,-3.6,-7.9,147,25.9,14.7,-2,8.98,17.6,10,-1.36,6.24,3.29,13.2,1.21,4.85,0.81,-0.85,24.24
14,1909,2017Q3,113,45,45.45,41.6,+11.35,+33.3,126,26.1,14.2,0.5,11.2,20.7,11.3,0.39,9.03,4.44,17.8,1.58,6.32,1.01,+0.81,23.93
15,1909,2017Q2,111,43,34.1,29.5,+7.95,+30.4,96.9,18.5,8.39,4.07,9.02,19.1,8.67,4.2,9.39,3.96,15.8,1.37,5.48,0.83,+0.16,20.91
16,1909,2017Q1,101,49,26.15,26.6,+9.8,+59.9,97.3,25.6,15.8,-2.19,9.66,26.3,16.2,-2.25,10.2,4.77,19.1,1.64,6.55,0.9,+0.6,21.99
17,1909,2016Q4,101,60,16.35,15.4,+1.25,+8.3,91.3,19.7,10.5,7.5,14.3,21.6,11.5,8.21,15.7,8.32,33.3,2.66,10.6,1.66,+1.47,18.46
18,1909,2016Q3,83.4,36,15.1,15.8,-0.85,-5.3,78.6,14.2,5.77,-2.78,1.68,18.1,7.34,-3.54,2.35,1.17,4.67,0.36,1.42,0.2,-0.11,17.4
19,1909,2016Q2,83.4,38,15.95,13.8,+3.1,+24.1,82.2,16.1,7.72,0.26,5.56,19.6,9.39,0.32,7.64,3.92,15.7,1.22,4.86,0.67,+0.26,17.79
20,1909,2016Q1,83.7,36,12.85,10.8,+2.2,+20.7,73,13.8,5.46,-1.87,2.53,18.9,7.48,-2.57,3.59,1.66,6.62,0.53,2.13,0.3,+0.09,17.94
21,1909,2015Q4,83.7,36,10.65,11.1,+0.2,+1.9,64,11.6,4.16,-2.6,1.6,18.1,6.5,-4.06,2.61,1.07,4.3,0.35,1.4,0.19,+0.19,17.32
22,1909,2015Q3,83.7,36,10.45,11.4,-2.25,-17.7,69.3,14.1,6.54,-2.98,2.61,20.3,9.43,-4.3,3.74,1.69,6.75,0.56,2.24,0.31,-0.27,17.39
23,1909,2015Q2,83.7,34,12.7,12.9,-0.45,-3.4,68.6,12.9,5.69,-0.88,3.38,18.8,8.29,-1.28,4.97,2.2,8.8,0.76,3.04,0.41,-0.13,16.94
24,1909,2015Q1,83.7,34,13.15,13.2,-1.3,-9,66.3,11.2,4.37,-1.8,1.77,16.9,6.6,-2.71,2.73,1.14,4.55,0.39,1.56,0.21,+0.23,17.71
25,1909,2014Q4,83.7,32,14.45,14.8,-1.4,-8.8,71.3,13.1,1.79,-2.24,0.03,18.3,2.51,-3.14,-0.3,-0.13,-0.53,-0.04,-0.18,0,-0.3,17.87
26,1909,2014Q3,83.7,38,15.85,15.7,+0.3,+1.9,70.2,13.5,6.36,0.56,4.6,19.2,9.05,0.8,6.88,3.2,12.8,1.07,4.27,0.58,+0.29,17.79
27,1909,2014Q2,78.7,40,15.55,14.4,+1.2,+8.4,69,14.2,6.5,-0.68,4.25,20.5,9.41,-0.98,6.46,3.09,12.4,1.01,4.03,0.54,+0.18,16.98
28,1909,2014Q1,78.7,28,14.35,15.3,-0.55,-3.7,64.3,12.2,5.69,-6.03,-0.15,18.9,8.84,-9.38,-0.5,-0.22,-0.88,-0.07,-0.29,-0.02,-0.3,17.22
29,1909,2013Q4,78.7,36,14.9,12.8,+4,+36.7,67.4,14.7,4.84,-1.33,2.09,21.8,7.18,-1.98,3.26,1.55,6.19,0.51,2.06,0.3,-0.12,17.39
30,1909,2013Q3,68.7,34,10.9,11.1,+0.65,+6.3,68.9,10.9,4.74,-1.62,1.99,15.9,6.88,-2.35,3.2,1.62,6.49,0.53,2.13,0.29,+0.05,16.61
31,1909,2013Q2,68.7,40,10.25,9.77,+1.32,+14.8,54.7,8.23,3.24,0.67,2.49,15,5.92,1.23,5.03,2.07,8.29,0.67,2.67,0.36,+0.37,16.43
32,1909,2013Q1,68.7,40,8.93,8.22,+0.86,+10.7,52.1,8.27,3.73,-0.92,1.9,15.9,7.15,-1.76,4.1,1.62,6.49,0.52,2.08,0.28,+0.24,15.99
33,1909,2012Q4,68.7,38,8.07,7.82,+0.05,+0.6,54.1,10.1,4.42,-0.18,2.9,18.8,8.17,-0.34,6.58,2.72,10.9,0.89,3.56,0.42,+0.12,15.11
34,1909,2012Q3,68.7,40,8.02,7.78,+0.28,+3.6,57.9,7.75,2.91,-0.85,1.63,13.4,5.03,-1.47,3.08,1.39,5.56,0.45,1.8,0.24,-0.18,14.67
35,1909,2012Q2,68.7,30,7.74,8.21,-1.27,-14.1,55.1,7.46,2.81,-2.4,-0.05,13.5,5.1,-4.35,-0.53,-0.23,-0.92,-0.07,-0.29,-0.01,-0.09,14.47
36,1909,2012Q1,68.7,38,9.01,9.27,+0.51,+6,53.8,6.67,2.3,-2.12,0.24,12.4,4.28,-3.94,0.18,0.08,0.3,0.02,0.09,0.04,-0.02,14.7
37,1909,2011Q4,68.7,31,8.5,9.05,-1.09,-11.4,71.6,7.08,1.9,-,2.04,9.88,2.65,-,3.71,2.03,8.12,0.64,2.57,0.3,+0.07,14.91
