ID,sid,季度,股本(億),財報評分,季度股價(元)收盤,季度股價(元)平均,季度股價(元)漲跌,季度股價(元)漲跌(%),獲利金額(億)營業收入,獲利金額(億)營業毛利,獲利金額(億)營業利益,獲利金額(億)業外損益,獲利金額(億)稅後淨利,獲利率(%)營業毛利,獲利率(%)營業利益,獲利率(%)業外損益,獲利率(%)稅後淨利,單季ROE(%),年估ROE(%),單季ROA(%),年估ROA(%),EPS(元)稅後EPS,EPS(元)年增(元),BPS(元)
0,2010,2021Q1,-,-,11.8,12.5,-2.55,-17.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2010,2020Q4,-,-,14.35,12.5,+3.75,+35.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,2010,2020Q3,64.8,32,10.6,10.2,+0.65,+6.5,50.5,3.62,1.43,0.13,1.17,7.17,2.83,0.25,2.36,1.12,4.49,0.66,2.63,0.18,+0.09,15.68
3,2010,2020Q2,64.8,34,9.95,9.42,+1.3,+15,44.8,2.7,0.88,0.32,0.93,6.03,1.96,0.71,2.11,0.9,3.58,0.53,2.14,0.14,+0.03,15.41
4,2010,2020Q1,64.8,36,8.65,9.72,-1.5,-14.8,41.5,2.63,0.68,0.07,0.6,6.35,1.64,0.17,1.42,0.56,2.23,0.34,1.36,0.09,+0.05,15.56
5,2010,2019Q4,64.8,36,10.15,10.2,0,0,47.9,2.54,0.61,0.46,0.84,5.3,1.28,0.97,1.63,0.74,2.96,0.45,1.79,0.13,+0.12,15.55
6,2010,2019Q3,64.8,32,10.15,10.3,-0.6,-5.6,40.5,2.21,0.26,0.45,0.56,5.46,0.65,1.11,1.43,0.54,2.18,0.33,1.33,0.09,-0.04,15.49
7,2010,2019Q2,64.8,36,10.75,10.5,+0.25,+2.4,40.3,2.55,0.5,0.38,0.74,6.34,1.24,0.94,1.88,0.7,2.8,0.44,1.77,0.11,-0.01,15.58
8,2010,2019Q1,64.8,36,10.5,10.3,+0.4,+4,38.6,2.21,0.27,0.03,0.27,5.72,0.71,0.07,0.53,0.19,0.75,0.12,0.47,0.04,-0.07,16.06
9,2010,2018Q4,64.8,34,10.1,10.2,-0.85,-7.8,46.4,1.99,0.2,-0.02,0.09,4.28,0.43,-0.03,0.01,0,0.02,0,0.01,0.01,-0.19,15.94
