ID,sid,季度,股本(億),財報評分,季度股價(元)收盤,季度股價(元)平均,季度股價(元)漲跌,季度股價(元)漲跌(%),獲利金額(億)營業收入,獲利金額(億)營業毛利,獲利金額(億)營業利益,獲利金額(億)業外損益,獲利金額(億)稅後淨利,獲利率(%)營業毛利,獲利率(%)營業利益,獲利率(%)業外損益,獲利率(%)稅後淨利,單季ROE(%),年估ROE(%),單季ROA(%),年估ROA(%),EPS(元)稅後EPS,EPS(元)年增(元),BPS(元)
0,1201,2021Q1,-,-,20.05,20.8,-2.25,-10.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1201,2020Q4,-,-,22.3,20.8,+2.65,+13.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,1201,2020Q3,50.6,49,19.65,20.8,-3.35,-14.6,53.5,16.4,3.09,0.07,2.15,30.6,5.77,0.13,4.02,3.35,13.4,1.16,4.63,0.43,+0.18,12.96
3,1201,2020Q2,50.6,43,23,21.8,+3.05,+15.3,46.2,13.3,1.3,-0.37,0.83,28.8,2.82,-0.8,1.8,1.32,5.29,0.44,1.77,0.16,+0.06,12.41
4,1201,2020Q1,50.6,43,19.95,21.4,-5.1,-20.4,39.7,11.2,0.45,-0.41,0.26,28.1,1.13,-1.04,0.65,0.39,1.57,0.14,0.54,0.05,-2.16,12.38
5,1201,2019Q4,50.6,47,25.05,25.2,-0.2,-0.8,48,13.2,0.48,0.56,0.58,27.5,1.01,1.16,1.22,0.84,3.35,0.3,1.2,0.12,+0.2,13.71
6,1201,2019Q3,50.6,47,25.25,28.7,-7.55,-23,56.6,18.5,3.31,-0.84,1.24,32.6,5.86,-1.49,2.2,1.78,7.11,0.62,2.46,0.25,-1.64,13.85
7,1201,2019Q2,50.6,47,32.8,28.1,+8.55,+35.3,52.3,16.1,1.79,-0.9,0.48,30.7,3.43,-1.71,0.93,0.67,2.7,0.24,0.94,0.1,+0.21,13.81
8,1201,2019Q1,50.6,60,24.25,22.5,+2,+9,45.4,13.5,-0.14,13,11.2,29.7,-0.32,28.7,24.6,16.5,65.8,5.35,21.4,2.21,+1.98,14.59
9,1201,2018Q4,50.6,38,22.25,21.1,-0.1,-0.4,49.3,14.7,0.57,-0.74,-0.38,29.8,1.16,-1.51,-0.78,-0.62,-2.48,-0.18,-0.7,-0.08,-1.22,12.23
10,1201,2018Q3,50.6,62,22.35,23.2,-1.75,-7.3,56.8,19.1,3.31,8.12,9.58,33.5,5.82,14.3,16.9,13.7,54.9,3.42,13.7,1.89,+1.82,12.13
