ID,sid,季度,股本(億),財報評分,季度股價(元)收盤,季度股價(元)平均,季度股價(元)漲跌,季度股價(元)漲跌(%),獲利金額(億)營業收入,獲利金額(億)營業毛利,獲利金額(億)營業利益,獲利金額(億)業外損益,獲利金額(億)稅後淨利,獲利率(%)營業毛利,獲利率(%)營業利益,獲利率(%)業外損益,獲利率(%)稅後淨利,單季ROE(%),年估ROE(%),單季ROA(%),年估ROA(%),EPS(元)稅後EPS,EPS(元)年增(元),BPS(元)
0,1626,2021Q1,-,-,24,23.7,+1.5,+6.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1626,2020Q4,-,-,22.5,23.9,-2.2,-8.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,1626,2020Q3,14,28,24.7,26.3,-3.3,-11.8,17.6,2.27,-0.68,-0.14,-0.65,12.9,-3.85,-0.8,-3.67,-2.15,-8.59,-0.65,-2.61,-0.46,-0.49,21.64
3,1626,2020Q2,13.7,47,28,25.5,+9,+47.4,37.4,8.16,3.52,-0.01,2.74,21.8,9.4,-0.04,7.33,9.31,37.3,2.8,11.2,1.96,-0.13,21.87
4,1626,2020Q1,13.7,23,19,25.7,-10.25,-35,18.1,2.55,-0.74,0.14,-0.55,14.1,-4.1,0.79,-3.04,-1.87,-7.47,-0.61,-2.44,-0.4,-0.76,21.14
5,1626,2019Q4,13.7,26,29.25,30.3,-0.65,-2.2,19.4,3.89,-0.34,-0.25,-0.5,20,-1.75,-1.31,-2.42,-1.64,-6.58,-0.56,-2.23,-0.41,-1.29,21.88
6,1626,2019Q3,12.4,30,29.9,29.8,+4.55,+17.9,18.7,3.61,-0.04,0.34,0.04,19.3,-0.24,1.85,0.32,0.21,0.86,0.07,0.27,0.03,+0.96,22.03
7,1626,2019Q2,12.3,45,25.35,24.3,-2.2,-8,39.1,8.13,2.88,0.18,2.54,20.8,7.37,0.47,6.53,9.39,37.6,2.83,11.3,2.09,+1.71,23.01
8,1626,2019Q1,12.3,30,27.55,18.9,+14.3,+108,24.2,4.09,0.4,0.06,0.44,16.9,1.66,0.23,1.77,1.68,6.71,0.5,2.01,0.36,+0.81,21.57
9,1626,2018Q4,12.3,34,13.25,13.8,-4.35,-24.7,20.6,4.57,1.4,-0.07,1.07,22.1,6.77,-0.33,5.3,4.56,18.3,1.35,5.41,0.88,+1.2,20.25
10,1626,2018Q3,12.3,21,17.6,18.8,-2.85,-13.9,19.9,3.08,-1.04,-0.03,-1.13,15.5,-5.24,-0.17,-5.86,-4.76,-19.1,-1.37,-5.48,-0.93,+0.01,19.01
11,1626,2018Q2,12.3,30,20.45,21.4,-4.15,-16.9,39.6,6.25,0.42,0.67,0.47,15.8,1.07,1.7,1.12,1.71,6.82,0.49,1.97,0.38,-0.66,21.07
12,1626,2018Q1,12.3,17,24.6,24.4,+0.6,+2.5,26.1,4.2,-0.09,-0.53,-0.55,16.1,-0.36,-2.05,-2.12,-2.12,-8.46,-0.67,-2.66,-0.45,-0.76,21.39
13,1626,2017Q4,12.3,19,24,26.4,-4.6,-16.1,19.1,2.65,-1.22,0.52,-0.46,13.9,-6.38,2.7,-2.54,-1.86,-7.44,-0.59,-2.36,-0.32,-0.95,21.16
14,1626,2017Q3,12.3,30,28.6,28.2,-1.95,-6.4,19.5,3.06,-1.36,0.08,-1.15,15.7,-7.01,0.44,-5.92,-4.36,-17.4,-1.37,-5.48,-0.94,-0.4,21.32
15,1626,2017Q2,12.3,38,30.55,30.5,+1.55,+5.3,35.4,6.65,1.73,-0.24,1.27,18.8,4.89,-0.67,3.59,4.84,19.4,1.58,6.33,1.04,-0.89,21.69
16,1626,2017Q1,12.3,32,29,27.1,+2.85,+10.9,26.2,5,0.39,0.17,0.38,19.1,1.49,0.65,1.44,1.43,5.7,0.48,1.94,0.31,+0.03,21.07
17,1626,2016Q4,12.3,38,26.15,26.1,-0.8,-3,22.7,4.75,0.08,1,0.77,21,0.35,4.43,3.31,2.76,11,1,3.99,0.63,+1.44,21.97
18,1626,2016Q3,12.3,23,26.95,26.3,+3.1,+13,19.9,3.81,-0.51,-0.28,-0.67,19.1,-2.58,-1.42,-3.39,-2.39,-9.55,-0.84,-3.36,-0.54,+0.6,22.03
19,1626,2016Q2,12.3,43,23.85,24.6,+0.5,+2.1,39.2,8.63,3.2,-0.41,2.38,22,8.15,-1.05,6.02,8.23,32.9,2.66,10.6,1.93,+0.81,23.67
20,1626,2016Q1,12.3,34,23.35,21.9,+1.2,+5.4,28.5,5.73,0.65,-0.15,0.35,20.1,2.28,-0.52,1.17,1.19,4.77,0.39,1.55,0.28,+0.22,22.67
21,1626,2015Q4,12.3,28,22.15,23.5,-0.75,-3.3,21.1,4.29,-0.96,-0.32,-0.99,20.4,-4.56,-1.52,-4.7,-3.43,-13.7,-1.19,-4.75,-0.81,-0.03,22.72
22,1626,2015Q3,12.3,23,22.9,24.5,-6.2,-21.3,19.7,2.62,-1.9,0.17,-1.4,13.3,-9.66,0.89,-7.11,-4.65,-18.6,-1.58,-6.33,-1.14,-0.87,24.31
23,1626,2015Q2,12.3,38,29.1,31.7,+0.75,+2.6,39.3,8.38,1.74,-0.19,1.38,21.3,4.44,-0.48,3.51,4.62,18.5,1.45,5.79,1.12,+0.84,24.65
24,1626,2015Q1,12.3,32,28.35,28.6,-4.45,-13.6,29.6,5.46,0.49,-0.26,0.07,18.4,1.66,-0.88,0.24,0.24,0.98,0.07,0.3,0.06,+1.99,23.93
25,1626,2014Q4,12.3,23,32.8,35.4,-13.9,-29.8,24.5,5.03,-0.79,-0.16,-0.96,20.5,-3.21,-0.64,-3.91,-3.23,-12.9,-1.09,-4.34,-0.78,-1.23,24.18
26,1626,2014Q3,12.3,26,46.7,53.1,-15.6,-25,23.9,3.85,-1.47,1.19,-0.33,16.1,-6.14,4.97,-1.39,-1.15,-4.6,-0.38,-1.51,-0.27,-0.61,24.29
27,1626,2014Q2,12.2,32,62.3,67.4,-19,-23.4,44.5,8.29,0.86,-0.32,0.34,18.6,1.92,-0.71,0.76,1.14,4.55,0.37,1.47,0.28,-1.79,23.02
