ID,sid,季度,股本(億),財報評分,季度股價(元)收盤,季度股價(元)平均,季度股價(元)漲跌,季度股價(元)漲跌(%),獲利金額(億)營業收入,獲利金額(億)營業毛利,獲利金額(億)營業利益,獲利金額(億)業外損益,獲利金額(億)稅後淨利,獲利率(%)營業毛利,獲利率(%)營業利益,獲利率(%)業外損益,獲利率(%)稅後淨利,單季ROE(%),年估ROE(%),單季ROA(%),年估ROA(%),EPS(元)稅後EPS,EPS(元)年增(元),BPS(元)
0,2236,2021Q1,-,-,18.65,18.9,-1.1,-5.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2236,2020Q4,-,-,19.75,17.6,+2.75,+16.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,2236,2020Q3,4.48,34,17,16.9,+0.8,+4.9,3,0.68,0.22,-0.08,0.1,22.8,7.3,-2.58,4.66,1.09,4.34,0.65,2.59,0.22,-0.71,25.45
3,2236,2020Q2,4.48,43,16.2,16.2,+3.2,+24.6,2.39,0.66,0.1,0.18,0.2,27.7,4.03,7.49,6.57,1.23,4.9,0.74,2.96,0.47,+0.3,24.82
4,2236,2020Q1,4.48,32,13,19.1,-10.05,-43.6,2.94,0.54,-0.14,-0.07,-0.19,18.3,-4.59,-2.51,-7.46,-1.68,-6.7,-0.98,-3.93,-0.42,-0.46,25.12
5,2236,2019Q4,4.48,34,23.05,23.2,-0.85,-3.6,4.42,0.77,0.03,0.03,-0.11,17.5,0.63,0.72,-2.12,-0.69,-2.78,-0.4,-1.61,-0.24,-1.67,25.87
6,2236,2019Q3,4.48,48,23.9,25.1,-2.7,-10.2,4.74,1.4,0.69,0.04,0.41,29.6,14.6,0.88,10.2,3.51,14,2.04,8.14,0.93,+0.71,26.67
7,2236,2019Q2,4.11,36,26.6,28.4,-2,-7,4.46,1.13,0.17,0,0.07,25.4,3.86,-0.05,1.81,0.58,2.32,0.33,1.34,0.17,-0.68,29.38
8,2236,2019Q1,4.11,39,28.6,29.8,+0.4,+1.4,4.34,1.07,0.24,-0.08,0.02,24.7,5.49,-1.91,1.23,0.39,1.55,0.23,0.93,0.04,-1.01,29.57
9,2236,2018Q4,4.11,52,28.2,28.1,-4.5,-13.8,5.55,1.85,0.79,0.11,0.58,33.3,14.3,2.04,12.1,5.09,20.3,3.1,12.4,1.43,+0.53,28.71
10,2236,2018Q3,4.11,34,32.7,44.9,-23.8,-42.1,4.56,1.07,0.16,0,0.1,23.5,3.48,0.07,2.71,0.95,3.81,0.56,2.26,0.22,-0.74,27.27
11,2236,2018Q2,3.82,36,56.5,54.2,+5,+9.7,5.88,1.48,0.51,0,0.35,25.1,8.72,-0.04,6.33,2.87,11.5,1.71,6.83,0.85,+0.38,30.02
12,2236,2018Q1,3.82,39,51.5,51.9,0,0,5.92,1.69,0.73,-0.07,0.42,28.6,12.4,-1.22,8.01,3.72,14.9,2.14,8.57,1.05,+0.01,29.67
13,2236,2017Q4,3.83,45,51.5,53.8,-3.4,-6.2,5.42,1.61,0.68,-0.05,0.34,29.8,12.5,-0.98,7.23,3.1,12.4,1.77,7.08,0.9,-0.08,28.94
14,2236,2017Q3,3.82,48,54.9,59.7,-14,-20.3,4.92,1.54,0.62,-0.01,0.4,31.4,12.6,-0.26,9.37,3.51,14,2.16,8.65,0.96,+0.73,28.67
15,2236,2017Q2,3.79,43,68.9,67.1,+12.6,+22.4,5.15,1.43,0.33,0.09,0.18,27.8,6.43,1.79,4.76,1.8,7.18,1.19,4.77,0.47,-0.53,29.29
16,2236,2017Q1,3.76,45,56.3,56,-1.7,-2.9,5.25,1.53,0.69,-0.05,0.39,29.2,13.2,-0.91,9.56,3.62,14.5,2.41,9.63,1.04,-0.03,30.18
17,2236,2016Q4,3.75,50,58,58.1,-6.9,-10.6,5.86,1.77,0.73,0.01,0.37,30.2,12.5,0.16,8.62,3.69,14.8,2.49,9.98,0.98,+0.35,31.05
18,2236,2016Q3,3.41,48,64.9,62.1,+8.8,+15.7,4.53,1.38,0.54,-0.23,0.08,30.4,11.9,-4.99,4.33,1.46,5.82,1.03,4.14,0.23,-0.67,32.78
