ID,sid,季度,股本(億),財報評分,季度股價(元)收盤,季度股價(元)平均,季度股價(元)漲跌,季度股價(元)漲跌(%),獲利金額(億)營業收入,獲利金額(億)營業毛利,獲利金額(億)營業利益,獲利金額(億)業外損益,獲利金額(億)稅後淨利,獲利率(%)營業毛利,獲利率(%)營業利益,獲利率(%)業外損益,獲利率(%)稅後淨利,單季ROE(%),年估ROE(%),單季ROA(%),年估ROA(%),EPS(元)稅後EPS,EPS(元)年增(元),BPS(元)
0,2069,2021Q1,-,-,15.15,16.3,-3,-16.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2069,2020Q4,-,-,18.15,16,+3.15,+21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,2069,2020Q3,15.6,32,15,14.9,-0.45,-2.9,18.9,1.77,0.83,-0.05,0.63,9.34,4.36,-0.26,3.34,2.05,8.22,0.82,3.26,0.41,+0.71,20.34
3,2069,2020Q2,15.6,26,15.45,15.3,+1.35,+9.6,16.8,0.83,-0.05,-0.25,-0.31,4.98,-0.32,-1.52,-1.82,-0.98,-3.92,-0.39,-1.57,-0.2,-0.24,19.72
4,2069,2020Q1,15.6,23,14.1,16.2,-4.65,-24.8,15.9,0.35,-0.53,-0.4,-0.87,2.19,-3.33,-2.51,-5.47,-2.67,-10.7,-1.07,-4.3,-0.56,-0.62,20.6
5,2069,2019Q4,15.6,32,18.75,19.5,-2.05,-9.9,22.1,1.61,0.59,-0.18,0.39,7.3,2.66,-0.82,1.78,1.18,4.74,0.47,1.89,0.25,+0.84,21.26
6,2069,2019Q3,15.6,26,20.8,22,-3.7,-15.1,23.3,1.35,0.29,-0.82,-0.47,5.8,1.23,-3.54,-2.01,-1.39,-5.55,-0.53,-2.12,-0.3,-6.44,21.16
7,2069,2019Q2,15.6,32,24.5,24.6,-2.25,-8.4,22.2,1.7,0.71,-0.54,0.06,7.68,3.18,-2.43,0.25,0.15,0.62,0.06,0.25,0.04,-0.15,21.92
8,2069,2019Q1,15.3,34,26.75,24.8,+2.6,+10.8,19.7,0.47,-0.6,0.74,0.1,2.37,-3.04,3.74,0.49,0.26,1.03,0.11,0.45,0.06,-0.32,24.59
9,2069,2018Q4,15.3,21,24.15,23.7,+0.45,+1.9,20.3,0.3,-1.08,-0.23,-0.87,1.49,-5.32,-1.13,-4.28,-2.3,-9.21,-1.01,-4.05,-0.59,-1.35,24.29
10,2069,2018Q3,14.3,53,23.7,23.4,-1,-4,20.7,1.29,0.1,10.2,8.77,6.25,0.48,49.3,42.4,26.7,107,10.1,40.4,6.14,+5.87,24.83
11,2069,2018Q2,14.2,28,24.7,24.6,+0.45,+1.9,24.4,2.16,1.16,-0.85,0.27,8.87,4.75,-3.5,1.12,0.95,3.82,0.33,1.3,0.19,+0.3,19.41
12,2069,2018Q1,14.1,30,24.25,24.4,-0.3,-1.2,20.1,1.25,0.34,0.31,0.53,6.21,1.67,1.53,2.63,1.82,7.27,0.67,2.67,0.38,-0.28,20.89
13,2069,2017Q4,14.1,40,24.55,24.8,-1.45,-5.6,20.9,1.89,0.91,0.14,1.03,9.01,4.34,0.65,4.91,3.65,14.6,1.42,5.69,0.76,-0.26,20.35
14,2069,2017Q3,13.4,32,26,26,-1.05,-3.9,21.4,1.49,0.48,-0.05,0.36,6.99,2.24,-0.23,1.7,1.36,5.45,0.53,2.12,0.27,-0.41,19.6
15,2069,2017Q2,13.3,21,27.05,26.7,-1.6,-5.6,21,0.92,-0.06,-0.12,-0.14,4.37,-0.29,-0.56,-0.68,-0.53,-2.12,-0.21,-0.83,-0.11,-0.66,19.35
16,2069,2017Q1,12.7,34,28.65,26.8,+6.35,+28.5,22.1,2.51,1.41,-0.39,0.85,11.4,6.39,-1.77,3.83,3.1,12.4,1.33,5.33,0.66,+0.57,20.96
17,2069,2016Q4,12.2,34,22.3,21.1,+3.65,+19.6,22,2.67,1.44,-0.11,1.21,12.1,6.56,-0.5,5.51,4.7,18.8,2.06,8.24,1.02,+1,21.02
18,2069,2016Q3,12.4,36,18.65,17.9,+1.2,+6.9,19.4,2.16,1.08,-0.1,0.83,11.2,5.57,-0.51,4.27,3.35,13.4,1.52,6.09,0.68,+0.49,20.41
19,2069,2016Q2,12.4,36,17.45,18.2,-0.65,-3.6,18,1.83,0.91,-0.14,0.67,10.2,5.02,-0.78,3.73,2.73,10.9,1.35,5.39,0.55,+0.26,20
20,2069,2016Q1,12.4,36,18.1,19,+0.6,+3.4,15.2,1.22,0.36,-0.18,0.1,7.99,2.37,-1.17,0.64,0.41,1.63,0.2,0.79,0.09,+0.03,20.37
21,2069,2015Q4,11.2,32,-,-,-,-,18.3,1.14,0.3,-0.2,0.03,6.23,1.66,-1.07,0.14,0.11,0.45,0.05,0.2,0.02,+0.24,20.68
22,2069,2015Q3,11,30,-,-,-,-,20.7,1.42,0.47,-0.19,0.21,6.85,2.29,-0.9,1,0.91,3.64,0.39,1.54,0.19,-0.37,21.02
23,2069,2015Q2,11,32,-,-,-,-,21,1.48,0.6,-0.14,0.31,7.05,2.87,-0.67,1.48,1.37,5.47,0.57,2.26,0.29,-0.64,20.36
24,2069,2015Q1,11,32,-,-,-,-,16.5,1.06,0.22,-0.06,0.07,6.41,1.36,-0.34,0.4,0.28,1.14,0.12,0.47,0.06,-,-
25,2069,2014Q4,11,28,-,-,-,-,22.2,1.07,0.11,-0.32,-0.24,4.81,0.48,-1.44,-1.07,-1.03,-4.11,-0.39,-1.55,-0.22,-,-
26,2069,2014Q3,11,30,-,-,-,-,22.1,2.08,1.02,-0.27,0.59,9.4,4.59,-1.23,2.69,2.67,10.7,0.88,3.53,0.56,-,-
27,2069,2014Q2,11,32,-,-,-,-,38.2,3.13,1.5,-0.26,0.97,8.2,3.93,-0.69,2.53,4.49,18,1.43,5.7,0.93,-,-
