ID,sid,季度,股本(億),財報評分,季度股價(元)收盤,季度股價(元)平均,季度股價(元)漲跌,季度股價(元)漲跌(%),獲利金額(億)營業收入,獲利金額(億)營業毛利,獲利金額(億)營業利益,獲利金額(億)業外損益,獲利金額(億)稅後淨利,獲利率(%)營業毛利,獲利率(%)營業利益,獲利率(%)業外損益,獲利率(%)稅後淨利,單季ROE(%),年估ROE(%),單季ROA(%),年估ROA(%),EPS(元)稅後EPS,EPS(元)年增(元),BPS(元)
0,1438,2021Q1,-,-,11.85,11.9,-0.05,-0.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1438,2020Q4,-,-,11.9,12.6,-1.8,-13.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,1438,2020Q3,10.2,27,13.7,13.2,+1.3,+10.5,0,0,-0.03,0,-0.03,16.7,-45733,1367,-44367,-0.47,-1.88,-0.34,-1.36,-0.03,+0.06,5.51
3,1438,2020Q2,10.2,64,12.4,11.7,+1.9,+18.1,0.14,0.1,0.06,0,0.05,73.8,42.7,2.46,34.7,0.85,3.4,0.76,3.02,0.05,+0.05,5.53
4,1438,2020Q1,10.2,91,10.5,12.1,-2.7,-20.5,0.85,0.53,0.47,0.01,0.47,63,55.2,0.88,56,8.81,35.2,7.79,31.2,0.46,+0.45,5.48
5,1438,2019Q4,10.2,27,13.2,13,+0.6,+4.8,0,0,-0.02,0.01,-0.01,0,-189400,62900,-126500,-0.25,-0.98,-0.22,-0.86,-0.01,+0.07,5.02
6,1438,2019Q3,10.2,45,12.6,12.6,+1.1,+9.6,0,0,-0.02,-0.07,-0.09,50,-51300,-181025,-232325,-1.79,-7.15,-1.57,-6.29,-0.09,-0.08,5.03
7,1438,2019Q2,10.2,34,11.5,10.1,+1.1,+10.6,0,0,-0.02,0.01,-0.01,0,-194700,83300,-111400,-0.21,-0.85,-0.19,-0.75,0,+0.01,5.13
8,1438,2019Q1,10.2,48,10.4,8.85,+2.7,+35.1,0,0,-0.02,0.03,0.01,-760,-46460,69520,23060,0.22,0.88,0.19,0.77,0.01,+0.03,5.14
9,1438,2018Q4,10.2,45,7.7,7.4,+0.15,+2,0,0,-0.02,-0.06,-0.08,25,-22825,-75362,-98188,-1.49,-5.94,-1.31,-5.24,-0.08,-0.07,5.12
10,1438,2018Q3,10.2,47,7.55,7.69,-0.93,-11,0,0,-0.02,0.01,-0.01,40,-38040,13220,-24820,-0.23,-0.93,-0.21,-0.82,-0.01,0,5.2
11,1438,2018Q2,10.2,34,8.48,7.15,+0.69,+8.9,0,0,-0.02,0.01,-0.01,0,-69467,32833,-36633,-0.21,-0.82,-0.18,-0.73,-0.01,+0.01,5.21
12,1438,2018Q1,10.2,32,7.79,5.79,+2.39,+44.3,0,0,-0.02,0.01,-0.02,-4000,-238400,70000,-168400,-0.31,-1.26,-0.28,-1.11,-0.02,0,5.22
13,1438,2017Q4,10.2,47,5.4,5.08,+0.35,+6.9,0,0,-0.02,0.01,-0.01,50,-46975,20150,-26825,-0.2,-0.8,-0.18,-0.71,-0.01,+0.02,5.24
14,1438,2017Q3,10.2,47,5.05,5.01,+0.15,+3.1,0,0,-0.02,0.01,-0.01,30.4,-7874,2952,-4922,-0.21,-0.84,-0.19,-0.74,-0.01,0,5.25
15,1438,2017Q2,10.2,47,4.9,4.92,-0.02,-0.4,0,0,-0.02,0,-0.02,55.6,-22144,2022,-20122,-0.34,-1.34,-0.3,-1.19,-0.02,-0.01,5.26
16,1438,2017Q1,10.2,36,4.92,4.79,+0.9,+22.4,0,0,-0.02,0.01,-0.02,-557,-32157,9971,-22186,-0.29,-1.15,-0.25,-1.02,-0.02,-0.01,5.28
17,1438,2016Q4,10.2,40,4.02,3.99,-0.09,-2.2,0,0,-0.02,-0.01,-0.03,0,-66133,-49800,-115933,-0.64,-2.56,-0.57,-2.26,-0.03,+0.02,5.3
18,1438,2016Q3,10.2,47,4.11,4.12,-0.04,-1,0,0,-0.02,0.01,-0.01,50,-91000,38650,-52350,-0.19,-0.77,-0.17,-0.68,-0.01,-0.05,5.33
