ID,sid,季度,股本(億),財報評分,季度股價(元)收盤,季度股價(元)平均,季度股價(元)漲跌,季度股價(元)漲跌(%),獲利金額(億)營業收入,獲利金額(億)營業毛利,獲利金額(億)營業利益,獲利金額(億)業外損益,獲利金額(億)稅後淨利,獲利率(%)營業毛利,獲利率(%)營業利益,獲利率(%)業外損益,獲利率(%)稅後淨利,單季ROE(%),年估ROE(%),單季ROA(%),年估ROA(%),EPS(元)稅後EPS,EPS(元)年增(元),BPS(元)
0,1455,2021Q1,-,-,9,9.63,-2.2,-19.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1455,2020Q4,-,-,11.2,9.14,+2.59,+30.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,1455,2020Q3,57.8,40,8.61,7.83,+1.51,+21.3,19.7,0.51,-0.41,0.84,0.41,2.57,-2.09,4.27,2.06,0.62,2.49,0.47,1.86,0.07,+0.25,11.63
3,1455,2020Q2,57.8,36,7.1,7.17,+1.14,+19.1,12.8,-2.42,-3.17,1.55,-1.66,-18.9,-24.7,12.1,-12.9,-2.46,-9.82,-1.8,-7.19,-0.28,-0.29,11.4
4,1455,2020Q1,61.2,32,5.96,6.84,-2.04,-25.5,21.4,0.15,-0.82,-1.29,-2.02,0.68,-3.81,-6.03,-9.41,-2.86,-11.4,-2.09,-8.34,-0.33,-0.34,11.4
5,1455,2019Q4,61.2,34,8,8.11,-0.59,-6.9,24.8,-1.5,-2.34,0.02,-2.04,-6.07,-9.44,0.08,-8.22,-2.79,-11.1,-1.99,-7.95,-0.33,+0.08,11.77
6,1455,2019Q3,61.2,28,8.59,8.71,-0.25,-2.8,28.2,0.36,-0.78,-0.24,-1.1,1.29,-2.75,-0.86,-3.9,-1.47,-5.88,-0.99,-3.97,-0.18,-0.32,12.12
7,1455,2019Q2,61.2,36,8.84,8.88,-0.28,-3.1,30.1,0.61,-0.46,0.57,0.08,2.04,-1.53,1.89,0.25,0.1,0.4,0.07,0.26,0.01,-0.26,12.27
8,1455,2019Q1,61.2,36,9.12,9.09,+0.22,+2.5,35.4,0.38,-0.84,0.75,0.03,1.06,-2.36,2.12,0.09,0.04,0.17,0.03,0.11,0.01,-0.14,12.41
9,1455,2018Q4,61.2,23,8.9,9.3,-1.65,-15.6,38.2,-0.98,-2.02,-0.73,-2.48,-2.57,-5.28,-1.92,-6.51,-3.21,-12.8,-2.08,-8.31,-0.41,-0.71,12.43
10,1455,2018Q3,61.2,34,10.55,10.3,+0.15,+1.4,39.2,1.52,0.2,0.74,0.85,3.87,0.52,1.88,2.16,1.08,4.32,0.68,2.74,0.14,-0.14,12.84
11,1455,2018Q2,61.2,36,10.4,10.6,-0.15,-1.4,39.9,1.78,0.4,1.5,1.63,4.47,1.01,3.77,4.08,2.07,8.3,1.33,5.31,0.27,+0.61,12.73
12,1455,2018Q1,61.2,32,10.55,11.3,-2.25,-17.6,41.1,2.45,1.15,-0.17,0.91,5.95,2.8,-0.41,2.21,1.16,4.65,0.75,2.99,0.15,-0.2,12.9
13,1455,2017Q4,61.2,36,12.8,12.2,+2.82,+28.3,40.1,3.41,1.93,0.2,1.81,8.52,4.82,0.5,4.52,2.36,9.44,1.53,6.13,0.3,+0.12,12.69
14,1455,2017Q3,61.2,40,9.98,9.38,+0.13,+1.3,37.3,2.52,1.17,0.67,1.73,6.76,3.15,1.81,4.65,2.31,9.26,1.54,6.16,0.28,+0.23,12.39
15,1455,2017Q2,61.2,28,9.85,9.13,-0.45,-4.4,31.2,-2.17,-3.2,0.73,-2.1,-6.95,-10.3,2.33,-6.75,-2.77,-11.1,-1.8,-7.21,-0.34,-0.42,12.1
16,1455,2017Q1,61.2,38,10.3,10.7,+1.02,+11,41.3,4.6,3.31,-0.72,2.17,11.2,8.03,-1.75,5.26,2.82,11.3,1.82,7.3,0.35,+0.32,12.75
17,1455,2016Q4,61.2,38,9.28,8.78,+0.88,+10.5,36.1,2.2,0.81,0.54,1.13,6.1,2.25,1.51,3.13,1.5,6.02,1,4,0.18,+0.15,12.39
18,1455,2016Q3,61.2,40,8.4,8.56,+0.4,+5,31.5,1.27,0.12,0.21,0.3,4.04,0.37,0.65,0.95,0.4,1.61,0.26,1.06,0.05,+0.2,12.17
19,1455,2016Q2,61.2,38,8,8.35,-1.02,-11.3,33,2.06,0.87,-0.19,0.5,6.26,2.63,-0.58,1.51,0.67,2.67,0.43,1.72,0.08,-0.36,12.13
20,1455,2016Q1,61.2,36,9.02,8.79,+0.66,+7.9,29.9,1.31,0.2,0,0.15,4.39,0.66,0,0.52,0.21,0.82,0.13,0.53,0.03,+0.14,12.24
21,1455,2015Q4,61.2,45,8.36,8.96,-2.29,-21.5,35,1.48,0.24,0.09,0.21,4.23,0.69,0.27,0.6,0.28,1.12,0.18,0.7,0.03,-0.01,12.22
22,1455,2015Q3,61.2,26,10.65,11.2,-3.7,-25.8,32.7,-0.67,-1.67,0.6,-0.92,-2.05,-5.11,1.85,-2.82,-1.23,-4.91,-0.74,-2.94,-0.15,-0.19,12.19
23,1455,2015Q2,61.2,40,14.35,11.8,+5.19,+56.7,42,3.2,1.93,0.99,2.7,7.62,4.61,2.36,6.44,3.62,14.5,2.15,8.6,0.44,+0.56,12.34
24,1455,2015Q1,61.2,23,9.16,9.04,+0.06,+0.7,40.3,-0.1,-1.26,0.48,-0.67,-0.25,-3.12,1.2,-1.66,-0.9,-3.6,-0.54,-2.15,-0.11,-0.24,12.1
25,1455,2014Q4,61.2,34,9.1,8.43,+0.27,+3.1,47,0.82,-0.37,0.66,0.27,1.75,-0.79,1.4,0.58,0.37,1.46,0.22,0.88,0.04,-0.12,12.21
26,1455,2014Q3,61.2,36,8.83,8.92,-0.54,-5.8,42.5,1.51,0.41,-0.09,0.25,3.54,0.97,-0.21,0.59,0.34,1.35,0.19,0.77,0.04,-0.04,12.15
27,1455,2014Q2,61.2,28,9.37,9.53,-0.53,-5.4,47.1,0.12,-0.98,0.22,-0.75,0.26,-2.07,0.47,-1.59,-1,-4,-0.54,-2.17,-0.12,-0.21,12.11
28,1455,2014Q1,61.2,36,9.9,10.1,-0.45,-4.3,45,1.71,0.65,0.35,0.8,3.79,1.45,0.77,1.78,1.06,4.23,0.57,2.3,0.13,-0.13,12.43
29,1455,2013Q4,61.2,36,10.35,10.4,-0.05,-0.5,50.6,1.57,0.38,0.68,0.97,3.11,0.76,1.35,1.92,1.3,5.2,0.7,2.8,0.16,+0.06,12.3
30,1455,2013Q3,61.2,38,10.4,9.81,+1.14,+12.3,47.6,1.32,0.25,0.37,0.52,2.77,0.53,0.78,1.09,0.7,2.8,0.36,1.44,0.08,+0.01,12.13
31,1455,2013Q2,60.6,32,9.26,9.17,-0.22,-2.3,44.6,0.42,-0.61,1.07,0.57,0.94,-1.38,2.4,1.29,0.78,3.12,0.39,1.56,0.09,+0.81,12.17
32,1455,2013Q1,60.6,32,9.48,9.82,-0.31,-3.2,40,2.65,1.63,0.29,1.61,6.62,4.08,0.73,4.03,2.23,8.91,1.12,4.49,0.26,-0.17,12.07
33,1455,2012Q4,60.6,30,9.79,9.32,-0.66,-6.3,40.1,1.28,0.47,0.19,0.58,3.18,1.16,0.48,-1.65,-0.93,-3.72,-0.49,-1.94,0.1,-,11.9
34,1455,2012Q3,60.6,36,10.45,10.2,+1.08,+11.5,42.9,1.26,0.02,0.46,0.43,2.94,0.03,1.08,1,0.61,2.43,0.32,1.28,0.07,-,11.83
35,1455,2012Q2,60,23,9.37,10,-1.83,-16.3,39.3,-2.81,-3.86,-0.76,-3.93,-7.14,-9.82,-1.93,-10,-5.71,-22.8,-2.82,-11.3,-0.72,-,11.88
