ID,sid,季度,股本(億),財報評分,季度股價(元)收盤,季度股價(元)平均,季度股價(元)漲跌,季度股價(元)漲跌(%),獲利金額(億)營業收入,獲利金額(億)營業毛利,獲利金額(億)營業利益,獲利金額(億)業外損益,獲利金額(億)稅後淨利,獲利率(%)營業毛利,獲利率(%)營業利益,獲利率(%)業外損益,獲利率(%)稅後淨利,單季ROE(%),年估ROE(%),單季ROA(%),年估ROA(%),EPS(元)稅後EPS,EPS(元)年增(元),BPS(元)
0,1702,2021Q1,-,-,45.1,45.4,-1.9,-4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1702,2020Q4,-,-,47,44.4,+4.9,+11.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,1702,2020Q3,29.4,60,42.1,42.8,-1.9,-4.3,47.9,16.7,5.62,-0.01,3.34,34.9,11.7,-0.02,7.27,5.69,22.7,1.42,5.69,1.35,+0.47,24.3
3,1702,2020Q2,29.4,53,46,44.3,+5.6,+13.9,42.7,14.1,4.12,-0.22,2.31,33.1,9.65,-0.52,5.64,4.14,16.6,1,4,0.93,+0.1,22.66
4,1702,2020Q1,29.4,51,40.4,47,-10.5,-20.6,36.2,11.1,1.48,0.07,0.76,30.8,4.1,0.19,2.14,1.27,5.09,0.33,1.3,0.31,-0.49,21.88
5,1702,2019Q4,29.4,60,50.9,50.2,+0.6,+1.2,49.2,17.8,5.1,-0.07,3.45,36.3,10.4,-0.14,7.37,5.76,23,1.53,6.13,1.39,+0.03,24.67
6,1702,2019Q3,29.4,53,50.3,52.4,-5.3,-9.5,45.5,15.8,3.87,-0.2,2.17,34.7,8.51,-0.44,5,3.66,14.7,0.97,3.87,0.88,+0.1,23.68
7,1702,2019Q2,29.4,53,55.6,53.5,+2.2,+4.1,46.6,16.5,4.47,-0.5,2.05,35.4,9.59,-1.07,4.67,3.36,13.4,0.92,3.7,0.83,-0.22,24.03
8,1702,2019Q1,29.4,55,53.4,53.2,+6.5,+13.9,42.2,14.1,3.27,0.08,1.97,33.5,7.76,0.19,4.88,3.16,12.7,0.9,3.61,0.8,-0.09,25.97
9,1702,2018Q4,29.4,57,46.9,46.3,-4.3,-8.4,48,16.7,5.38,-0.02,3.38,34.7,11.2,-0.05,7.36,5.82,23.3,1.6,6.42,1.36,+0.39,24.28
10,1702,2018Q3,29.4,51,51.2,54.8,-9.6,-15.8,45.5,15.6,4.2,-1.09,1.94,34.2,9.22,-2.4,4.46,3.47,13.9,0.91,3.63,0.78,-0.27,22.58
11,1702,2018Q2,29.4,53,60.8,61.1,-0.1,-0.2,46.6,15.6,4.3,-0.91,2.6,33.6,9.22,-1.96,5.87,4.48,17.9,1.21,4.83,1.05,-0.07,22.58
12,1702,2018Q1,29.4,53,60.9,61.9,-2.8,-4.4,42.7,12.9,2.83,0.48,2.21,30.2,6.62,1.13,5.41,3.75,15,1.03,4.11,0.89,+0.03,24.68
13,1702,2017Q4,29.4,51,63.7,61.1,+3,+4.9,46.2,13.8,3.48,0.15,2.41,29.8,7.54,0.32,5.28,4.29,17.1,1.1,4.38,0.97,-0.12,23.12
14,1702,2017Q3,29.4,55,60.7,63,-3.7,-5.7,45.3,15.5,3.53,0.62,2.61,34.2,7.8,1.36,5.78,5.01,20,1.25,4.99,1.05,-0.17,21.76
15,1702,2017Q2,29.4,60,64.4,61.4,+2.5,+4,42.3,14.3,3.93,0.17,2.78,33.7,9.3,0.4,6.63,5.36,21.4,1.47,5.89,1.12,-0.26,20.4
16,1702,2017Q1,29.4,53,61.9,63.2,+0.8,+1.3,37.9,12.6,3.16,0.01,2.13,33.2,8.33,0.03,5.51,3.79,15.2,1.14,4.55,0.86,-0.3,21.71
17,1702,2016Q4,29.4,53,61.1,65.2,-8.4,-12.1,42.9,16.8,4.57,-1.06,2.7,39.2,10.7,-2.47,5.21,3.98,15.9,1.21,4.85,1.09,-0.09,22.45
18,1702,2016Q3,29.4,57,69.5,69.8,+2.1,+3.1,41.5,14.9,5.2,-0.22,3.04,35.9,12.5,-0.53,7.55,5.64,22.5,1.72,6.88,1.22,+0.31,22.01
19,1702,2016Q2,29.4,55,67.4,62.9,+5,+8,41.5,15.9,5.97,-0.51,3.43,38.4,14.4,-1.24,8.58,6.24,25,1.99,7.96,1.38,+0.14,21.6
20,1702,2016Q1,29.4,57,62.4,62,-5.5,-8.1,37.2,13.8,4.5,-0.26,2.89,37.1,12.1,-0.7,7.48,4.81,19.2,1.54,6.15,1.16,-0.01,23.28
21,1702,2015Q4,29.4,57,67.9,69,-2.6,-3.7,40.1,15,5.23,-0.34,2.92,37.4,13.1,-0.84,7.62,5.46,21.8,1.65,6.59,1.18,+0.24,22.17
22,1702,2015Q3,29.4,55,70.5,70.3,+3,+4.4,40.9,14.9,5.53,-1.65,2.25,36.4,13.5,-4.04,5.87,4.51,18.1,1.32,5.27,0.91,-0.04,21.79
23,1702,2015Q2,29.4,60,67.5,67.2,0,0,38.1,13.7,4.8,0.15,3.07,36.1,12.6,0.39,8.65,6.22,24.9,1.88,7.51,1.24,+0.15,20.06
24,1702,2015Q1,29.4,55,67.5,58.9,+12.2,+22.1,35.7,12.5,3.99,-0.31,2.89,34.9,11.2,-0.85,8.1,5.39,21.5,1.69,6.77,1.17,+0.33,21.46
25,1702,2014Q4,29.4,53,55.3,52.8,-3.2,-5.5,38.1,12.8,4.22,-0.14,2.33,33.7,11.1,-0.36,6.5,4.89,19.6,1.49,5.98,0.94,-0.01,20.48
26,1702,2014Q3,29.4,55,58.5,64,-10.3,-15,38.6,12.6,3.75,0.27,2.35,32.5,9.7,0.71,6.61,5.44,21.8,1.65,6.59,0.95,-0.1,19.01
27,1702,2014Q2,29.4,57,68.8,60,+6,+9.6,38,12.8,4.52,0.05,2.71,33.7,11.9,0.14,7.65,6.2,24.8,2.04,8.18,1.09,+0.25,17.65
28,1702,2014Q1,29.4,51,62.8,50.1,+17.3,+38,33.6,11,3.29,-0.18,2.09,32.6,9.8,-0.55,6.41,4.54,18.2,1.6,6.42,0.84,+0.24,18.94
