ID,sid,股利發放年度,股利所屬盈餘期間,股東會日期,除息交易日,除息參考價,填息完成日,填息花費日數,現金股利發放日,除權交易日,除權參考價,填權完成日,填權花費日數,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計
0,2884,2020,2019全年,20'06/12,20'07/28,26.1,,,20'08/26,20'07/28,26.1,,,0.79,0,0.79,0.8,0,0.8,1.59
1,2884,2019,2018全年,19'06/14,19'07/25,25.55,20'01/10,116,19'08/27,19'07/25,25.55,20'01/10,116,0.71,0,0.71,0.71,0,0.71,1.42
2,2884,2018,2017全年,18'06/08,18'07/26,20.55,18'08/23,21,18'08/27,18'07/26,20.55,18'08/23,21,0.61,0,0.61,0.61,0,0.61,1.23
3,2884,2017,2016全年,17'06/16,17'08/09,17.8,18'01/08,106,17'09/11,17'08/09,17.8,17'11/22,74,0.49,0,0.49,0.74,0,0.74,1.23
4,2884,2016,2015全年,16'06/08,16'07/28,17.7,18'04/11,417,16'08/29,16'07/28,17.7,18'04/11,417,0.43,0,0.43,1,0,1,1.43
5,2884,2015,2014全年,15'06/12,15'07/30,18.4,18'04/26,672,15'08/31,15'07/30,18.4,18'04/26,672,0.43,0,0.43,0.87,0,0.87,1.3
6,2884,2014,2013全年,14'06/20,14'08/21,18.4,15'04/24,165,14'09/19,14'04/18,19,14'05/16,20,0.28,0,0.28,0.89,0,0.89,1.17
7,2884,2013,2012全年,13'06/21,13'08/15,17.85,13'09/05,15,,13'08/15,17.85,13'09/05,15,0.3,0,0.3,1,0,1,1.3
8,2884,2012,2011全年,12'06/22,12'08/16,15.9,12'08/23,6,,12'08/16,15.9,12'08/23,6,0.2,0,0.2,0.5,0,0.5,0.7
9,2884,2011,2010全年,11'06/28,11'08/25,17.15,13'07/10,465,,11'08/25,17.15,13'07/10,465,0.2,0,0.2,0.7,0,0.7,0.9
10,2884,2010,2009全年,10'06/24,10'08/19,14.25,10'09/02,11,,10'08/19,14.25,10'09/02,11,0.2,0,0.2,0.4,0,0.4,0.6
11,2884,2009,2008全年,09'06/19,,,,,,09'08/13,10.65,09'08/13,1,0,0,0,0.3,0,0.3,0.3
12,2884,2008,2007全年,08'06/13,08'08/07,12.45,09'09/30,288,,08'08/07,12.45,09'09/30,288,0.4,0,0.4,0.4,0,0.4,0.8
13,2884,2007,2006全年,07'06/15,,,,,,,,,,0,0,0,0,0,0,0
14,2884,2006,2005全年,06'06/09,06'08/03,18.6,06'09/18,33,,06'08/03,18.6,06'09/18,33,1,0,1,0.2,0,0.2,1.2
15,2884,2005,2004全年,05'06/10,05'08/09,25.1,19'05/30,3415,,05'08/09,25.1,19'05/30,3415,1.1,0,1.1,0.3,0,0.3,1.4
16,2884,2004,2003全年,04'06/11,04'08/26,19.3,04'09/14,14,,04'08/26,19.3,04'09/14,14,1.09,0,1.09,0.33,0,0.33,1.41
17,2884,2003,2002全年,,,,,,,,,,,0,0,0,0,0,0,0
18,2884,2002,2001全年,02'06/26,,,,,,02'09/09,11.75,02'09/09,1,0,0,0,0,0.8,0.8,0.8
