ID,sid,季度,股本(億),財報評分,季度股價(元)收盤,季度股價(元)平均,季度股價(元)漲跌,季度股價(元)漲跌(%),獲利金額(億)營業收入,獲利金額(億)營業毛利,獲利金額(億)營業利益,獲利金額(億)業外損益,獲利金額(億)稅後淨利,獲利率(%)營業毛利,獲利率(%)營業利益,獲利率(%)業外損益,獲利率(%)稅後淨利,單季ROE(%),年估ROE(%),單季ROA(%),年估ROA(%),EPS(元)稅後EPS,EPS(元)年增(元),BPS(元)
0,2228,2021Q1,-,-,74.1,79.6,-6.7,-8.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2228,2020Q4,-,-,80.8,81.8,+3.3,+4.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,2228,2020Q3,7.58,39,77.5,84.1,-15.3,-16.5,8.54,1.56,-0.24,0.23,-0.09,18.3,-2.85,2.65,-1.11,-0.27,-1.08,-0.18,-0.74,-0.12,-2.34,46.45
3,2228,2020Q2,7.58,32,92.8,89.1,+19.7,+26.9,5.1,0.48,-0.88,0.32,-0.76,9.42,-17.3,6.22,-15,-2.05,-8.2,-1.49,-5.95,-1.01,-3.23,45.92
4,2228,2020Q1,7.58,55,73.1,94.5,-46.4,-38.8,9.4,2.22,0.78,0.16,0.64,23.6,8.32,1.67,6.82,1.62,6.49,1.24,4.97,0.85,-0.73,52.27
5,2228,2019Q4,7.58,64,119.5,123,-5.5,-4.4,11.3,3.04,1.27,0.38,2,27,11.3,3.33,17.7,5.19,20.8,3.8,15.2,2.64,+1.1,52.05
6,2228,2019Q3,7.58,59,125,116,+37.1,+42.2,12.2,3.49,1.91,0.25,1.68,28.7,15.7,2.02,13.9,4.52,18.1,3.19,12.8,2.22,+0.23,49.54
7,2228,2019Q2,7.58,61,87.9,87.2,0,0,11.5,3.21,1.7,0.41,1.68,28,14.8,3.62,14.7,4.42,17.7,3.34,13.4,2.22,+0.42,48.85
8,2228,2019Q1,7.58,61,87.9,86.1,+10.1,+13,10.9,2.86,1.34,0.3,1.19,26.3,12.3,2.74,11,3.11,12.4,2.42,9.67,1.58,+0.29,51.75
9,2228,2018Q4,7.58,59,77.8,73.4,+1.9,+2.5,10.6,3.14,1.31,0.48,1.17,29.5,12.3,4.55,11,3.16,12.6,2.35,9.4,1.54,-0.99,49.67
10,2228,2018Q3,7.58,64,75.9,84,-11.6,-13.3,10.9,2.87,1.42,0.71,1.51,26.3,13,6.45,13.8,4.21,16.8,3.04,12.1,1.99,+0.03,47.96
11,2228,2018Q2,7.58,59,87.5,91.2,-18,-17.1,10.6,2.91,1.43,0.21,1.37,27.5,13.6,2,12.9,3.69,14.8,2.79,11.1,1.8,+0.68,46.89
12,2228,2018Q1,7.58,57,105.5,102,-12.5,-10.6,10.1,2.7,1.11,0.38,0.98,26.7,11,3.74,9.67,2.57,10.3,2.02,8.08,1.29,-0.36,50.77
13,2228,2017Q4,7.58,70,118,126,-16,-11.9,10.5,3.01,1.46,1.01,1.92,28.6,13.9,9.64,18.2,5.2,20.8,4.12,16.5,2.53,+0.28,49.46
14,2228,2017Q3,7.58,68,134,135,-15,-10.1,10.9,3.24,1.65,0.3,1.49,29.7,15.2,2.73,13.6,4.19,16.8,3.2,12.8,1.96,-0.21,47.82
15,2228,2017Q2,7.58,57,149,154,-25.5,-14.6,10.2,2.85,1.36,0.35,0.85,28,13.3,3.44,8.32,2.37,9.48,1.76,7.03,1.12,-1.17,45.7
16,2228,2017Q1,7.58,64,174.5,178,+12,+7.4,11.7,3.55,2.04,-0.34,1.25,30.5,17.5,-2.88,10.8,3.41,13.7,2.58,10.3,1.65,-0.74,48.61
17,2228,2016Q4,7.58,66,162.5,184,-72.5,-30.9,10.9,3.38,1.92,0.32,1.7,31,17.7,2.93,15.6,4.73,18.9,3.59,14.4,2.25,-0.13,48.29
18,2228,2016Q3,7.58,68,235,230,+17,+7.8,11.4,3.7,2.34,-0.11,1.64,32.4,20.5,-0.95,14.4,4.78,19.1,3.62,14.5,2.17,-0.53,46.65
19,2228,2016Q2,7.57,72,218,205,+22.5,+11.5,11.3,3.53,2.23,0.23,1.73,31.2,19.7,1.99,15.3,5.04,20.1,3.95,15.8,2.29,+0.72,44.16
20,2228,2016Q1,7.56,74,195.5,176,+37.5,+23.7,11,3.63,2.31,0.06,1.8,33,21,0.55,16.4,5.25,21,4.21,16.8,2.39,+0.43,46.77
21,2228,2015Q4,7.52,74,158,164,+0.5,+0.3,10,3.43,2.03,0.21,1.72,34.1,20.2,2.09,17.2,5.41,21.6,4.19,16.8,2.38,+0.67,44.37
22,2228,2015Q3,7.39,68,157.5,142,+19.5,+14.1,11,3.51,2.1,0.42,1.94,32,19.1,3.85,17.7,6.97,27.9,5.04,20.2,2.7,+0.8,41.1
23,2228,2015Q2,7.17,62,138,142,+6,+4.5,9.02,2.68,1.36,0.32,1.13,29.7,15,3.57,12.5,4.34,17.3,3.13,12.5,1.57,+0.18,35.42
24,2228,2015Q1,7.17,72,132,122,+7.5,+6,9.4,2.86,1.56,0.24,1.4,30.4,16.6,2.55,14.9,5.32,21.3,4.12,16.5,1.96,+0.18,37.29
25,2228,2014Q4,7.17,64,124.5,121,-9.5,-7.1,8.26,2.55,1.27,0.14,1.23,30.8,15.4,1.72,14.9,4.92,19.7,3.89,15.6,1.71,+0.45,36.22
26,2228,2014Q3,7.17,72,134,131,-12,-8.2,9.9,2.97,1.6,0.19,1.37,30,16.2,1.97,13.8,5.86,23.4,4.47,17.9,1.9,+0.57,33.5
27,2228,2014Q2,7.17,62,146,123,+37.5,+34.6,8.09,2.67,1.4,-0.04,0.99,33,17.3,-0.47,12.3,4.23,16.9,3.26,13.1,1.39,+0.11,31.53
28,2228,2014Q1,7.17,72,108.5,105,-4.5,-4,8.82,2.65,1.42,0.25,1.28,30,16.1,2.83,14.5,5.4,21.6,4.37,17.5,1.78,+0.54,33.96
29,2228,2013Q4,7.17,61,113,108,+40,+54.8,7.29,2.05,0.9,0.21,0.83,28.2,12.4,2.84,11.3,4.15,16.6,2.98,11.9,1.26,+0.01,31.98
30,2228,2013Q3,6.5,57,-,-,-,-,8.12,2.11,1.07,0.07,0.87,26,13.2,0.83,10.7,5.28,21.1,3.31,13.2,1.33,+0.14,25.9
31,2228,2013Q2,6.5,57,-,-,-,-,7.19,2.08,1.02,0.19,0.83,29,14.2,2.58,11.5,5.12,20.5,3.29,13.2,1.28,+0.21,24.61
32,2228,2013Q1,6.5,62,-,-,-,-,7.61,2.09,0.98,0.14,0.81,27.5,12.9,1.83,10.6,5.09,20.4,3.26,13,1.24,-,-
33,2228,2012Q4,6.5,57,-,-,-,-,7.58,2.04,1.01,0,0.77,27,13.3,0,10.2,5.15,20.6,3.09,12.4,1.25,-3.83,24.16
