ID,sid,季度,股本(億),財報評分,季度股價(元)收盤,季度股價(元)平均,季度股價(元)漲跌,季度股價(元)漲跌(%),獲利金額(億)營業收入,獲利金額(億)營業毛利,獲利金額(億)營業利益,獲利金額(億)業外損益,獲利金額(億)稅後淨利,獲利率(%)營業毛利,獲利率(%)營業利益,獲利率(%)業外損益,獲利率(%)稅後淨利,單季ROE(%),年估ROE(%),單季ROA(%),年估ROA(%),EPS(元)稅後EPS,EPS(元)年增(元),BPS(元)
0,1605,2021Q1,-,-,17.1,17.7,-2.2,-11.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1605,2020Q4,-,-,19.3,18.3,+3.25,+20.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,1605,2020Q3,329,40,16.05,15.6,+1.5,+10.3,282,29.3,17.4,5.92,18.3,10.4,6.15,2.1,6.57,2.4,9.59,1.31,5.24,0.55,+0.52,23.8
3,1605,2020Q2,333,47,14.55,13.3,+3.55,+32.3,291,47.1,34.7,8.93,28.8,16.2,12,3.08,10,3.89,15.6,2.01,8.06,0.87,+0.39,22.55
4,1605,2020Q1,333,36,11,13.7,-4.4,-28.6,241,15.1,3.48,-1.64,1.1,6.27,1.45,-0.68,0.74,0.23,0.93,0.12,0.5,0.03,-0.12,21.86
5,1605,2019Q4,333,36,15.4,14.7,+0.9,+6.2,307,35.8,19.3,-2.93,9.39,11.7,6.29,-0.95,4.08,1.61,6.46,0.92,3.67,0.28,-0.1,23.27
6,1605,2019Q3,333,34,14.5,14.3,-0.2,-1.4,299,19.5,6.9,-7.19,0.88,6.53,2.3,-2.4,0.45,0.17,0.7,0.1,0.39,0.03,-0.84,22.79
7,1605,2019Q2,333,43,14.7,16.4,-2.95,-16.7,371,19.5,6.19,21,16.1,5.25,1.67,5.66,4.99,2.32,9.27,1.34,5.35,0.48,-0.64,22.89
8,1605,2019Q1,333,36,17.65,17.6,+0.9,+5.4,371,19,8.21,-4.1,5.13,5.14,2.22,-1.11,1.46,0.67,2.69,0.41,1.63,0.15,-1.02,24.01
9,1605,2018Q4,333,34,16.75,17.1,-3.8,-18.5,434,16.9,5.89,10.4,12.6,3.89,1.36,2.4,3.18,1.74,6.97,1.06,4.22,0.38,-0.08,23.25
10,1605,2018Q3,333,43,20.55,20.7,-0.15,-0.7,454,22.4,7.02,24.1,28.9,4.94,1.55,5.3,6.49,3.67,14.7,2.25,9,0.87,-0.19,23.29
11,1605,2018Q2,337,45,20.7,22.1,+3.2,+18.3,508,53.3,42.4,16,37.3,10.5,8.34,3.15,7.42,4.75,19,2.92,11.7,1.12,+0.92,24.01
12,1605,2018Q1,337,49,17.5,17.2,-0.1,-0.6,512,66.7,55,5.95,38.8,13,10.7,1.16,7.53,5.17,20.7,3.02,12.1,1.17,+0.91,22.64
13,1605,2017Q4,337,36,17.6,16,+3.8,+27.5,442,26,14.5,3.97,15.4,5.89,3.29,0.9,3.64,2.25,9,1.29,5.17,0.46,+0.11,21.2
14,1605,2017Q3,337,45,13.8,13.7,+0.4,+3,478,56.8,46.1,8.4,35.1,11.9,9.65,1.76,7.44,5.27,21.1,3.04,12.1,1.06,+0.64,20.73
15,1605,2017Q2,337,34,13.4,13,-0.5,-3.6,383,15.8,6.12,4.15,6.57,4.13,1.6,1.08,1.76,1.04,4.15,0.59,2.37,0.2,-0.1,18.87
16,1605,2017Q1,340,30,13.9,13.4,+2.05,+17.3,375,21.4,12.2,-1.53,8.53,5.71,3.24,-0.41,2.27,1.31,5.22,0.75,3.02,0.26,0,19.06
17,1605,2016Q4,340,32,11.85,11.8,+1.45,+13.9,390,21.5,10.8,4.82,12,5.51,2.78,1.24,3.32,2.01,8.02,1.14,4.57,0.35,+0.23,19.05
18,1605,2016Q3,352,38,10.4,9.89,+1.65,+18.9,366,26.6,15.4,2.68,14.1,7.27,4.21,0.73,4.08,2.35,9.41,1.35,5.4,0.42,+0.23,18.57
19,1605,2016Q2,358,38,8.75,8.9,+0.21,+2.5,358,26.1,15.2,-0.01,10.5,7.29,4.25,0,3.05,1.71,6.83,1.03,4.13,0.3,+0.1,17.9
20,1605,2016Q1,358,34,8.54,7.89,+1.2,+16.3,319,21.4,11.8,1.03,9.05,6.71,3.68,0.32,3,1.5,5.99,0.93,3.7,0.26,+0.32,17.85
21,1605,2015Q4,358,34,7.34,7.42,+0.34,+4.9,374,18.7,7.45,-0.91,4.23,5,1.99,-0.24,1.36,0.8,3.19,0.48,1.93,0.12,+0.07,17.59
22,1605,2015Q3,358,36,7,7.19,-0.69,-9,361,13.7,4.28,3.71,6.65,3.79,1.19,1.03,1.87,1.06,4.26,0.63,2.53,0.19,-0.26,17.69
23,1605,2015Q2,358,36,7.69,8.44,-1.96,-20.3,396,16.4,7.28,3.91,7.1,4.13,1.84,0.99,1.88,1.17,4.69,0.69,2.76,0.2,+0.01,17.36
24,1605,2015Q1,358,23,9.65,9.73,-0.31,-3.1,362,9.34,0.56,-1.64,-1.96,2.58,0.15,-0.45,-0.54,-0.3,-1.21,-0.18,-0.73,-0.06,-0.01,17.55
25,1605,2014Q4,358,38,9.96,9.76,-0.04,-0.4,396,12.5,1.57,2.48,1.77,3.15,0.39,0.63,0.57,0.35,1.4,0.2,0.81,0.05,+1.04,17.91
