ID,sid,季度,股本(億),財報評分,季度股價(元)收盤,季度股價(元)平均,季度股價(元)漲跌,季度股價(元)漲跌(%),獲利金額(億)營業收入,獲利金額(億)營業毛利,獲利金額(億)營業利益,獲利金額(億)業外損益,獲利金額(億)稅後淨利,獲利率(%)營業毛利,獲利率(%)營業利益,獲利率(%)業外損益,獲利率(%)稅後淨利,單季ROE(%),年估ROE(%),單季ROA(%),年估ROA(%),EPS(元)稅後EPS,EPS(元)年增(元),BPS(元)
0,1589,2021Q1,-,-,77.3,79.5,-5.1,-6.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1589,2020Q4,-,-,82.4,89.8,-6.3,-7.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,1589,2020Q3,10.6,51,88.7,91,+28.3,+46.9,24.3,5.82,2.9,-0.23,2.05,24,11.9,-0.93,8.5,2.66,10.6,1.44,5.74,1.94,+1.16,74.36
3,1589,2020Q2,10.6,53,60.4,59.6,+9.8,+19.4,21.4,4.65,1.54,0.68,1.92,21.8,7.23,3.2,9.04,2.55,10.2,1.44,5.74,1.81,+1.63,69.72
4,1589,2020Q1,10.6,34,50.6,57.5,-11.4,-18.4,11.3,1.27,-1.11,-0.17,-1.12,11.2,-9.85,-1.47,-9.98,-1.46,-5.85,-0.84,-3.37,-1.06,-0.06,70.56
5,1589,2019Q4,10.6,47,62,62.4,+7.8,+14.4,22.3,4.59,0.98,0.88,1.71,20.6,4.4,3.96,7.66,2.18,8.71,1.25,5,1.62,+2.17,72.54
6,1589,2019Q3,10.6,38,54.2,54.5,-4.7,-8,21.7,3.9,1.05,-0.03,0.79,18,4.83,-0.15,3.69,1,4.01,0.57,2.27,0.78,+1.19,72.93
7,1589,2019Q2,10.6,40,58.9,67.9,-9.9,-14.4,19.5,3.04,0.48,-0.12,0.19,15.6,2.45,-0.64,0.98,0.24,0.94,0.13,0.52,0.18,+1.33,74.97
8,1589,2019Q1,10.6,34,68.8,64.6,+18.7,+37.3,15.5,2.18,-0.38,-0.64,-1.07,14,-2.44,-4.11,-6.85,-1.29,-5.17,-0.72,-2.9,-1,-0.63,75.93
9,1589,2018Q4,11.2,38,50.1,47.6,-3.5,-6.5,17,2.66,-0.29,-0.22,-0.62,15.6,-1.7,-1.29,-3.55,-0.72,-2.87,-0.42,-1.66,-0.55,-0.01,74.13
10,1589,2018Q3,11.2,40,53.6,54.4,-4.9,-8.4,15.6,2.16,-0.43,0.17,-0.46,13.8,-2.78,1.12,-2.65,-0.47,-1.88,-0.28,-1.12,-0.41,-0.94,73.79
11,1589,2018Q2,11.2,38,58.5,73.4,-44,-42.9,16.6,2.01,-0.96,-0.09,-1.28,12.1,-5.76,-0.54,-7.75,-1.41,-5.63,-0.87,-3.46,-1.15,-2.83,77.59
12,1589,2018Q1,11.2,40,102.5,75.8,+38.7,+60.7,12.7,1.47,-0.77,0.27,-0.43,11.6,-6.05,2.09,-3.43,-0.46,-1.84,-0.3,-1.19,-0.37,-0.97,80.72
13,1589,2017Q4,11.9,40,63.8,67.6,-10.2,-13.8,15.4,2.29,-0.58,-0.04,-0.64,14.9,-3.77,-0.28,-4.18,-0.66,-2.65,-0.44,-1.77,-0.54,-2.42,79.31
14,1589,2017Q3,11.9,51,74,81.7,-20.2,-21.4,17.3,3.84,0.9,0.01,0.64,22.2,5.22,0.08,3.57,0.64,2.56,0.42,1.69,0.53,-0.81,79.97
15,1589,2017Q2,11.9,57,94.2,90,-11.8,-11.1,16.9,4.33,1.56,0.65,1.99,25.6,9.2,3.85,11.5,2.05,8.19,1.33,5.33,1.68,-1.09,78.03
16,1589,2017Q1,11.9,49,106,113,+3,+2.9,14.3,3.86,1.07,-0.16,0.71,26.9,7.49,-1.12,4.55,0.67,2.67,0.44,1.76,0.6,-1.91,77.59
17,1589,2016Q4,11.9,60,103,122,-69,-40.1,17.5,5.45,2.02,0.85,2.23,31.2,11.6,4.88,12.5,2.18,8.72,1.47,5.88,1.88,-2.1,82.26
18,1589,2016Q3,11.9,55,172,175,-32,-15.7,17.1,5.17,1.8,0.03,1.59,30.2,10.5,0.18,9.09,1.55,6.22,1.02,4.1,1.34,-1.95,81.2
19,1589,2016Q2,11.9,62,204,209,-24.5,-10.7,20,7.02,3.72,0.78,3.29,35.1,18.6,3.91,16.2,3.07,12.3,2.07,8.27,2.77,-0.1,82.76
20,1589,2016Q1,11.9,68,228.5,218,+46.5,+25.5,19.1,6.54,3.9,0.14,2.97,34.2,20.4,0.75,15.6,2.76,11,1.91,7.65,2.51,+0.29,90.52
21,1589,2015Q4,11.8,72,182,194,+8.5,+4.9,19.4,7.23,4.58,1.06,4.4,37.2,23.6,5.45,22.6,4.36,17.4,2.91,11.6,3.98,+1.37,89.36
22,1589,2015Q3,11.2,66,173.5,192,-45,-20.6,21.3,6.59,3.28,1.43,3.69,30.9,15.4,6.71,17.3,4.06,16.3,2.79,11.1,3.29,+1.1,83.73
23,1589,2015Q2,11.1,66,224.5,209,+38.5,+20.7,21.9,7.04,4.13,0.3,3.09,32.2,18.9,1.38,14.1,3.64,14.5,2.65,10.6,2.87,-0.1,76.7
24,1589,2015Q1,10.6,60,186,149,+52.5,+39.3,18.6,5.82,3.17,-0.06,2.33,31.2,17,-0.34,12.5,2.85,11.4,2.02,8.08,2.22,+0.16,77.35
25,1589,2014Q4,10.5,62,133.5,130,-11.5,-7.9,18.3,5.64,3.37,0.22,2.68,30.8,18.4,1.19,14.6,3.47,13.9,2.36,9.42,2.61,+1.17,75.67
26,1589,2014Q3,10.5,60,145,143,+3,+2.1,17.9,5.62,3.13,-0.16,2.26,31.4,17.5,-0.91,12.6,3.27,13.1,2.12,8.48,2.19,+0.34,69.68
27,1589,2014Q2,10.1,64,142,148,-4.5,-3.1,19.5,6.41,4.04,-0.07,3,32.9,20.7,-0.34,15.4,4.6,18.4,2.96,11.8,2.97,+1.74,64.1
28,1589,2014Q1,10.1,60,146.5,107,+39,+36.3,16.4,4.91,2.94,-0.27,2.08,30,18,-1.64,12.7,3.23,12.9,2.14,8.55,2.06,+1.22,65.26
29,1589,2013Q4,10.1,53,107.5,90.4,+46.7,+76.8,16.8,5.3,3,-0.95,1.46,31.5,17.8,-5.61,8.65,2.36,9.43,1.55,6.2,1.44,+0.38,62.44
30,1589,2013Q3,10.1,57,60.8,52.1,+21.4,+54.3,16.3,4.84,2.6,-0.11,1.87,29.7,16,-0.68,11.5,3.12,12.5,2.03,8.13,1.85,+0.75,60.03
31,1589,2013Q2,10.1,53,39.4,39.5,-1.5,-3.7,14.1,3.67,1.67,-0.05,1.24,25.9,11.8,-0.32,8.75,2.09,8.35,1.39,5.54,1.23,+0.63,58.65
32,1589,2013Q1,10.1,51,40.9,37.9,+6.75,+19.8,11.7,2.96,1.35,-0.22,0.85,25.3,11.5,-1.9,7.23,1.45,5.81,0.99,3.95,0.84,-0.26,58.98
33,1589,2012Q4,10.1,51,34.15,33.5,-5.3,-13.4,11.2,2.75,1.53,-0.21,1.03,24.6,13.7,-1.93,9.25,1.82,7.3,1.24,4.98,1.06,+0.2,56.51
34,1589,2012Q3,10.1,57,39.45,46.1,-18.55,-32,13.2,2.91,1.44,-0.09,1.11,22.1,10.9,-0.71,8.43,1.99,7.94,1.34,5.34,1.1,+0.12,55.64
35,1589,2012Q2,8.89,45,58,59.7,+5,+9.4,15.4,3.58,1.14,-0.36,0.56,23.2,7.39,-2.35,3.65,1.07,4.27,0.67,2.69,0.6,-0.28,62.55
36,1589,2012Q1,8,47,-,-,-,-,12.8,2.92,1.36,-0.16,1,22.7,10.6,-1.21,7.77,1.98,7.92,1.18,4.7,1.1,+0.22,62.4
