ID,sid,季度,股本(億),財報評分,季度股價(元)收盤,季度股價(元)平均,季度股價(元)漲跌,季度股價(元)漲跌(%),獲利金額(億)營業收入,獲利金額(億)營業毛利,獲利金額(億)營業利益,獲利金額(億)業外損益,獲利金額(億)稅後淨利,獲利率(%)營業毛利,獲利率(%)營業利益,獲利率(%)業外損益,獲利率(%)稅後淨利,單季ROE(%),年估ROE(%),單季ROA(%),年估ROA(%),EPS(元)稅後EPS,EPS(元)年增(元),BPS(元)
0,1217,2021Q1,-,-,8.35,8.87,-1.61,-16.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1217,2020Q4,-,-,9.96,8.08,+2.48,+33.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,1217,2020Q3,49.5,43,7.48,7.56,-0.14,-1.8,16.3,5.45,1.41,0.87,1.76,33.4,8.59,5.31,11.2,2.78,11.1,1.39,5.55,0.36,+0.2,12.01
3,1217,2020Q2,49.5,43,7.62,7.21,+0.77,+11.2,9.98,3.51,0.53,0.15,0.51,35.2,5.27,1.49,5.48,0.86,3.44,0.43,1.71,0.1,+0.09,11.56
4,1217,2020Q1,49.5,36,6.85,7.04,-0.26,-3.7,11.5,3.71,0.77,-0.43,0.25,32.2,6.66,-3.77,2.32,0.42,1.68,0.21,0.84,0.05,+0.02,11.11
5,1217,2019Q4,49.5,28,7.11,7,+0.1,+1.4,8.54,2.44,-0.22,-0.31,-0.49,28.6,-2.52,-3.61,-5.27,-0.7,-2.81,-0.35,-1.38,-0.1,-0.06,11.49
6,1217,2019Q3,49.5,38,7.01,7.11,-0.12,-1.7,15.6,5.01,0.83,0.08,0.8,32.1,5.33,0.49,5.43,1.33,5.34,0.65,2.6,0.16,+0.03,11.35
7,1217,2019Q2,49.5,38,7.13,7.06,-0.11,-1.5,10.6,3.57,0.47,-0.35,0.04,33.8,4.47,-3.34,0.86,0.14,0.57,0.07,0.28,0.01,+0.08,11.31
8,1217,2019Q1,49.5,36,7.24,7.06,+0.39,+5.7,9.97,3.08,0.23,-0.04,0.13,30.9,2.32,-0.36,1.66,0.26,1.05,0.13,0.52,0.03,-0.05,11.32
9,1217,2018Q4,49.5,30,6.85,6.95,-0.73,-9.6,7.83,2.18,-0.68,0.54,-0.19,27.9,-8.74,6.93,-1.88,-0.23,-0.94,-0.11,-0.46,-0.04,-0.31,11.18
10,1217,2018Q3,49.5,36,7.58,7.75,-0.25,-3.2,15.6,5.08,0.91,-0.17,0.65,32.6,5.86,-1.11,4.43,1.09,4.38,0.53,2.13,0.13,0,11.27
11,1217,2018Q2,49.5,32,7.83,7.74,+0.4,+5.4,9.54,3.29,0.1,-0.4,-0.36,34.5,1.05,-4.2,-3.32,-0.5,-2.01,-0.25,-0.99,-0.07,0,11.29
12,1217,2018Q1,49.5,36,7.43,7.46,-0.06,-0.8,10.3,3.26,0.34,-0.06,0.38,31.7,3.33,-0.55,3.9,0.65,2.58,0.32,1.28,0.08,+0.13,11.26
13,1217,2017Q4,49.5,40,7.49,7.54,-0.18,-2.3,7.75,2.31,-0.22,1.56,1.32,29.8,-2.89,20.2,17.3,2.21,8.83,1.08,4.32,0.27,-0.07,10.95
14,1217,2017Q3,49.5,36,7.67,7.85,+0.1,+1.3,15.1,4.92,0.53,0.17,0.62,32.6,3.5,1.1,4.38,1.1,4.41,0.54,2.17,0.13,+0.07,10.76
15,1217,2017Q2,49.5,30,7.57,7.56,+0.03,+0.4,9.3,3.04,-0.27,-0.04,-0.35,32.6,-2.88,-0.42,-3.44,-0.54,-2.15,-0.28,-1.1,-0.07,+0.05,10.63
16,1217,2017Q1,49.5,28,7.54,7.52,+0.12,+1.6,9.34,2.79,-0.09,-0.12,-0.26,29.8,-0.93,-1.27,-2.45,-0.38,-1.52,-0.2,-0.79,-0.05,+0.02,10.64
17,1217,2016Q4,49.5,49,7.42,7.42,-0.44,-5.6,8.01,2.21,-0.63,2.37,1.65,27.5,-7.86,29.5,20.9,2.81,11.3,1.44,5.77,0.34,+0.41,10.82
18,1217,2016Q3,49.5,40,7.86,8.05,-0.3,-3.7,13.9,4.44,0.45,-0.08,0.29,31.9,3.2,-0.59,2.28,0.54,2.15,0.27,1.1,0.06,-0.38,10.48
19,1217,2016Q2,48.7,32,8.16,8.03,+0.08,+1,10.2,3.6,-0.06,-0.44,-0.56,35.4,-0.61,-4.36,-5.09,-0.87,-3.47,-0.45,-1.82,-0.12,+0.01,10.7
20,1217,2016Q1,48.7,32,8.08,8.19,-0.9,-10,9.07,2.77,-0.07,-0.23,-0.34,30.5,-0.78,-2.56,-3.56,-0.54,-2.14,-0.29,-1.14,-0.07,+0.06,10.87
21,1217,2015Q4,48.7,36,8.98,7.18,+2.62,+41.2,7.27,2.17,-0.71,0.6,-0.37,29.8,-9.81,8.27,-5.15,-0.61,-2.44,-0.33,-1.3,-0.07,+0.02,11.08
22,1217,2015Q3,48.7,45,6.36,7.1,-0.95,-13,14.8,4.73,-0.13,2.16,2.12,31.9,-0.87,14.6,15.3,3.64,14.6,1.78,7.13,0.44,+0.52,11.22
23,1217,2015Q2,48.7,30,7.31,7.8,-0.78,-9.6,9.49,3.26,-0.3,-0.32,-0.64,34.4,-3.16,-3.32,-5.54,-0.85,-3.38,-0.38,-1.54,-0.13,+0.16,10.61
24,1217,2015Q1,48.7,34,8.09,8.03,-0.04,-0.5,8.59,2.61,-0.72,0.02,-0.63,30.4,-8.41,0.29,-8.92,-1.24,-4.94,-0.56,-2.24,-0.13,+0.15,10.78
25,1217,2014Q4,49.8,34,8.13,8.06,-0.31,-3.7,6.25,1.61,-0.63,0.32,-0.43,25.7,-10.1,5.17,-9.5,-0.95,-3.82,-0.43,-1.71,-0.09,-0.15,10.96
26,1217,2014Q3,49.8,32,8.44,9.21,-1.13,-11.8,13.2,4.12,-0.32,-0.35,-0.38,31.3,-2.45,-2.65,-2.89,-0.61,-2.43,-0.27,-1.07,-0.08,+0.09,10.97
