ID,sid,季度,股本(億),財報評分,季度股價(元)收盤,季度股價(元)平均,季度股價(元)漲跌,季度股價(元)漲跌(%),獲利金額(億)營業收入,獲利金額(億)營業毛利,獲利金額(億)營業利益,獲利金額(億)業外損益,獲利金額(億)稅後淨利,獲利率(%)營業毛利,獲利率(%)營業利益,獲利率(%)業外損益,獲利率(%)稅後淨利,單季ROE(%),年估ROE(%),單季ROA(%),年估ROA(%),EPS(元)稅後EPS,EPS(元)年增(元),BPS(元)
0,2314,2021Q1,-,-,30.35,32.7,-3,-9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2314,2020Q4,-,-,33.35,26.5,+10.95,+48.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,2314,2020Q3,22.8,36,22.4,23.4,-1.15,-4.9,9.38,1.77,-0.53,0.06,-0.55,18.9,-5.7,0.62,-5.89,-2.19,-8.75,-1.12,-4.49,-0.25,-0.15,10.96
3,2314,2020Q2,22.8,43,23.55,20.5,+8.4,+55.4,11,2.39,-0.2,0.41,0.19,21.6,-1.77,3.72,1.69,0.72,2.9,0.38,1.53,0.12,+0.12,11.18
4,2314,2020Q1,22.8,34,15.15,20.2,-9.5,-38.5,9.03,1.51,-0.09,-0.06,-0.17,16.7,-1.02,-0.68,-1.89,-0.65,-2.6,-0.34,-1.37,-0.07,-0.08,11.4
5,2314,2019Q4,22.8,43,24.65,23.3,+0.65,+2.7,14.3,2.03,0.26,-0.05,0.22,14.2,1.85,-0.34,1.51,0.81,3.24,0.43,1.72,0.13,+0.04,11.65
6,2314,2019Q3,22.8,36,24,24.6,-0.45,-1.8,11.9,2.05,-0.33,0.13,-0.23,17.2,-2.73,1.1,-1.93,-0.85,-3.41,-0.43,-1.74,-0.1,-0.21,11.76
7,2314,2019Q2,22.8,40,24.45,25.2,-1.4,-5.4,14.9,3.01,0.1,-0.05,0.01,20.2,0.67,-0.34,0.04,0.02,0.08,0.01,0.04,0,-0.02,11.98
8,2314,2019Q1,22.8,38,25.85,21.7,+5.4,+26.4,16.9,2.43,0.09,-0.05,0.03,14.4,0.53,-0.32,0.15,0.09,0.38,0.04,0.18,0.01,0,12.2
9,2314,2018Q4,22.8,38,20.45,18.8,-0.35,-1.7,21.7,3.38,0.23,0.05,0.21,15.6,1.05,0.23,0.96,0.76,3.02,0.35,1.39,0.09,+0.01,12.1
10,2314,2018Q3,22.8,38,20.8,23.8,-6.05,-22.5,22.6,2.66,0.31,0.04,0.24,11.8,1.36,0.17,1.07,0.88,3.52,0.4,1.6,0.11,-0.01,12.04
