ID,sid,季度,股本(億),財報評分,季度股價(元)收盤,季度股價(元)平均,季度股價(元)漲跌,季度股價(元)漲跌(%),獲利金額(億)營業收入,獲利金額(億)營業毛利,獲利金額(億)營業利益,獲利金額(億)業外損益,獲利金額(億)稅後淨利,獲利率(%)營業毛利,獲利率(%)營業利益,獲利率(%)業外損益,獲利率(%)稅後淨利,單季ROE(%),年估ROE(%),單季ROA(%),年估ROA(%),EPS(元)稅後EPS,EPS(元)年增(元),BPS(元)
0,2605,2021Q1,-,-,20,19.5,-2.7,-11.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2605,2020Q4,-,-,22.7,16.3,+7.5,+49.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,2605,2020Q3,58.5,61,15.2,14.8,+0.05,+0.3,10.3,2.65,2.21,-0.06,1.34,25.7,21.4,-0.61,16.4,1.04,4.16,0.76,3.04,0.23,+0.12,25.69
3,2605,2020Q2,58.5,59,15.15,14.2,+3.95,+35.3,10.5,2.49,1.96,-0.1,1.73,23.7,18.7,-0.96,18,1.15,4.59,0.83,3.31,0.3,+0.66,25.99
4,2605,2020Q1,58.5,50,11.2,13.5,-5.65,-33.5,11.9,1.51,1.05,-0.55,0.42,12.7,8.83,-4.59,4.42,0.32,1.26,0.23,0.91,0.07,+0.28,26.3
5,2605,2019Q4,58.5,73,16.85,16.4,+0.8,+5,15.5,5.06,4.49,0.04,3.49,32.8,29.1,0.28,25.5,2.34,9.34,1.66,6.64,0.59,+0.42,26.48
6,2605,2019Q3,58.5,52,16.05,16.6,-0.05,-0.3,10.6,1.74,1.3,-0.49,0.61,16.4,12.2,-4.64,8,0.5,1.99,0.35,1.39,0.11,0,26.92
7,2605,2019Q2,56.8,34,16.1,16.1,+0.4,+2.5,7.94,-1.03,-1.58,-0.66,-2.05,-13,-19.8,-8.37,-26.6,-1.24,-4.95,-0.86,-3.44,-0.36,-0.24,27.64
8,2605,2019Q1,56.8,36,15.7,15.7,-0.25,-1.6,9.19,0.12,-0.58,-0.57,-1.18,1.34,-6.29,-6.25,-11.6,-0.62,-2.46,-0.43,-1.74,-0.21,-0.16,27.96
9,2605,2018Q4,56.8,52,15.95,16,+0.3,+1.9,12.1,2.61,2.15,-0.64,0.98,21.5,17.7,-5.31,9.36,0.65,2.61,0.47,1.87,0.17,-0.1,27.73
10,2605,2018Q3,56.8,50,15.65,16,+0.35,+2.3,10.5,1.85,1.43,-0.51,0.63,17.6,13.7,-4.85,8.59,0.52,2.09,0.37,1.46,0.11,+0.09,27.36
11,2605,2018Q2,56.8,32,15.3,17.2,-2.5,-14,8,0.52,0.17,-1.12,-0.73,6.43,2.11,-14,-9.59,-0.45,-1.82,-0.31,-1.25,-0.12,-0.45,27.18
12,2605,2018Q1,56.8,36,17.8,19.4,-3.35,-15.8,7.13,0.16,-0.21,-0.06,-0.26,2.29,-2.97,-0.86,-5.86,-0.25,-0.99,-0.17,-0.69,-0.05,-0.34,26.54
13,2605,2017Q4,56.8,61,21.15,21.8,-0.45,-2.1,9.08,2.47,2.07,-0.07,1.51,27.2,22.8,-0.76,20.7,1.1,4.38,0.78,3.12,0.27,+0.07,27.24
14,2605,2017Q3,56.8,50,21.6,21.9,+0.25,+1.2,6.9,0.98,0.62,-0.3,0.09,14.2,9.01,-4.4,5.61,0.22,0.89,0.16,0.62,0.02,-0.13,27.49
15,2605,2017Q2,56.8,66,21.35,21.2,-2.35,-9.9,8.7,3.03,2.99,-0.36,1.88,34.8,34.3,-4.19,25.9,1.29,5.16,0.88,3.53,0.33,+0.1,27.62
16,2605,2017Q1,56.8,61,23.7,22.9,+4.2,+21.5,8.63,2.23,1.77,0.6,1.63,25.8,20.5,6.94,23.8,1.14,4.55,0.8,3.21,0.29,-0.19,27.9
17,2605,2016Q4,56.8,61,19.5,19,+1.2,+6.6,8.56,2.37,1.91,-0.62,1.11,27.6,22.3,-7.23,21.3,0.98,3.93,0.71,2.85,0.2,-0.17,29.59
18,2605,2016Q3,56.8,57,18.3,18.7,-1.05,-5.4,7.93,1.38,1.01,0.06,0.86,17.4,12.7,0.79,16.1,0.68,2.71,0.48,1.92,0.15,-0.37,28.49
19,2605,2016Q2,56.8,59,19.35,19.8,-0.5,-2.5,8.76,2.56,2.59,-0.29,1.32,29.2,29.5,-3.32,24.1,1.1,4.38,0.77,3.07,0.23,-0.1,29.26
20,2605,2016Q1,56.8,77,19.85,20.2,-0.3,-1.5,9.65,3.34,2.91,0.12,2.71,34.6,30.2,1.27,40.2,1.99,7.96,1.39,5.55,0.48,+0.03,29.94
21,2605,2015Q4,56.8,59,20.15,18.4,+2.05,+11.3,6.72,1.1,0.67,-0.18,2.08,16.4,9.99,-2.67,47.9,1.65,6.6,1.13,4.5,0.37,+0.06,30.14
22,2605,2015Q3,56.8,75,18.1,21.3,-6.75,-27.2,13.3,5.95,5.54,-1.23,2.93,44.7,41.6,-9.25,31.2,2.22,8.89,1.47,5.86,0.52,+0.19,29.8
23,2605,2015Q2,56.8,66,24.85,24.5,0,0,11.8,4.1,3.63,0.12,1.89,34.8,30.8,0.98,22.6,1.47,5.88,0.95,3.8,0.33,+0.01,27.26
24,2605,2015Q1,56.8,68,24.85,25.5,-0.65,-2.5,12.5,4.29,3.82,-0.11,2.54,34.2,30.5,-0.91,28.7,1.95,7.79,1.25,5,0.45,-0.1,28.37
25,2605,2014Q4,56.8,64,25.5,25.5,-1.25,-4.7,12.2,4.46,4.01,-0.87,1.76,36.6,32.9,-7.17,24,1.63,6.54,1.03,4.13,0.31,-0.32,28.27
26,2605,2014Q3,56.8,64,26.75,27,+0.5,+1.9,11.1,3.38,2.86,-0.5,1.86,30.4,25.8,-4.47,26,1.68,6.74,1.05,4.2,0.33,+0.02,26.76
27,2605,2014Q2,56.8,66,26.25,26.8,-1.75,-6.2,10.5,3.8,3.31,-0.1,1.85,36.1,31.5,-0.99,26.2,1.59,6.38,0.99,3.96,0.32,-0.17,25.9
28,2605,2014Q1,56.8,77,28,27.9,-0.4,-1.4,10.9,4.73,4.26,-0.3,3.12,43.5,39.1,-2.76,39.8,2.51,10,1.54,6.18,0.55,+0.04,27.26
