ID,sid,季度,股本(億),財報評分,季度股價(元)收盤,季度股價(元)平均,季度股價(元)漲跌,季度股價(元)漲跌(%),獲利金額(億)營業收入,獲利金額(億)營業毛利,獲利金額(億)營業利益,獲利金額(億)業外損益,獲利金額(億)稅後淨利,獲利率(%)營業毛利,獲利率(%)營業利益,獲利率(%)業外損益,獲利率(%)稅後淨利,單季ROE(%),年估ROE(%),單季ROA(%),年估ROA(%),EPS(元)稅後EPS,EPS(元)年增(元),BPS(元)
0,2474,2021Q1,-,-,197.5,202,-8.5,-4.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2474,2020Q4,-,-,206,191,+24.5,+13.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,2474,2020Q3,76.2,53,181.5,208,-40.5,-18.2,237,68.3,53.8,-18.7,5.69,28.9,22.7,-7.88,2.45,0.4,1.62,0.24,0.95,0.74,-3.67,188.63
3,2474,2020Q2,76.2,57,222,220,+26.5,+13.6,225,51.7,33.8,12.3,27.7,22.9,15,5.46,12.3,1.88,7.52,1.14,4.57,3.61,+0.07,187.79
4,2474,2020Q1,77,66,195.5,228,-31.5,-13.9,176,42.9,28.3,25.4,39.2,24.4,16.1,14.4,22.3,2.61,10.5,1.61,6.45,5.09,+2.89,198.18
5,2474,2019Q4,77,60,227,256,-8,-3.4,319,81.2,57.4,-8.65,34.5,25.4,18,-2.71,10.8,2.32,9.29,1.4,5.59,4.48,-4.5,192.71
6,2474,2019Q3,77,57,235,225,+12.5,+5.6,278,64.4,44.7,14.7,34,23.1,16.1,5.3,12.3,2.29,9.16,1.36,5.44,4.41,-4.11,193.92
7,2474,2019Q2,77,51,222.5,228,-14.5,-6.1,161,37.1,14.7,46.1,27.3,23.1,9.13,28.7,17,1.8,7.2,1.09,4.36,3.54,-10.52,192.14
8,2474,2019Q1,77,53,237,228,+12,+5.3,158,40.1,24.3,6.52,17,25.4,15.4,4.13,10.7,1.11,4.43,0.67,2.67,2.2,-2.55,201.25
9,2474,2018Q4,77,66,225,268,-111,-33,292,107,79.4,21.4,69.2,36.7,27.2,7.33,23.7,4.7,18.8,2.78,11.1,8.98,-1.76,196.29
10,2474,2018Q3,77,72,336,360,-5,-1.5,251,106,82.9,29.3,65.6,42.4,33,11.7,26.2,4.62,18.5,2.76,11,8.52,-1.07,186.12
11,2474,2018Q2,77,79,341,346,-15,-4.2,208,87.7,67.2,84.8,108,42.3,32.4,40.8,52.2,7.77,31.1,4.81,19.2,14.06,+8.75,182.97
12,2474,2018Q1,77,66,356,345,+28,+8.5,204,85.2,66.5,-18.3,36.6,41.7,32.6,-8.99,18,2.7,10.8,1.71,6.82,4.75,+2.04,179.09
13,2474,2017Q4,77,79,328,323,+33,+11.2,328,143,119,0.28,82.7,43.5,36.2,0.09,25.2,6.4,25.6,3.99,15.9,10.74,-1.63,172.71
14,2474,2017Q3,77,77,295,359,-68.5,-18.8,274,117,91.7,16.4,73.9,42.6,33.4,5.96,26.9,6.1,24.4,3.81,15.2,9.59,+3.79,162.68
15,2474,2017Q2,77,70,363.5,327,+63.5,+21.2,185,89,70.5,-0.85,40.9,48.1,38.1,-0.46,22.1,3.48,13.9,2.25,8.98,5.31,+0.3,151.35
16,2474,2017Q1,77,64,300,257,+76,+33.9,146,71.4,53.5,-22.7,20.9,49,36.7,-15.5,14.4,1.74,6.98,1.15,4.61,2.71,-2.69,153.54
17,2474,2016Q4,77,89,224,234,-30.5,-12,240,120,98.2,40.1,95.3,50,40.9,16.7,39.8,8.09,32.3,5.29,21.2,12.37,+3.2,159.18
18,2474,2016Q3,77,70,254.5,233,+17,+7.2,207,88.4,69.6,-6.68,44.7,42.6,33.6,-3.22,21.6,3.96,15.9,2.59,10.4,5.8,-4.78,146.9
19,2474,2016Q2,77,68,237.5,239,-26.5,-10,175,63.3,49.1,19.1,38.6,36.1,28,10.9,22.1,3.35,13.4,2.27,9.06,5.01,-1.8,146
20,2474,2016Q1,77,70,264,252,-12,-4.3,168,72.1,58,-1.17,41.6,42.8,34.5,-0.7,24.7,3.55,14.2,2.43,9.73,5.4,-0.64,153.47
21,2474,2015Q4,77,85,276,318,-74.5,-21.3,235,105,80.5,12.6,70.7,44.9,34.3,5.35,30.2,6.25,25,4.26,17,9.17,+0.7,150.26
22,2474,2015Q3,77,85,350.5,346,-35.5,-9.2,214,99.6,76.2,33.6,81.5,46.5,35.6,15.7,38.2,7.79,31.1,5.33,21.3,10.58,+4.22,143.5
23,2474,2015Q2,77,79,386,357,+58,+17.7,201,95.5,75.1,6.52,52.5,47.4,37.3,3.24,26.1,5.29,21.2,3.68,14.7,6.81,+1.97,128.5
24,2474,2015Q1,77,79,328,287,+81.5,+33.1,174,81.1,62.4,0.06,46.5,46.6,35.9,0.04,26.8,4.77,19.1,3.36,13.5,6.04,+2.07,128.9
25,2474,2014Q4,77,85,246.5,256,-35.5,-12.6,170,81.5,62,17.5,64.4,47.9,36.5,10.3,37.9,7.1,28.4,5.04,20.2,8.47,+3.85,124.48
26,2474,2014Q3,76.7,87,282,283,+3.5,+1.3,145,70.9,54.6,8.36,48.1,48.8,37.6,5.76,33.1,5.89,23.6,4.3,17.2,6.36,+2.67,111.06
