ID,sid,季度,股本(億),財報評分,季度股價(元)收盤,季度股價(元)平均,季度股價(元)漲跌,季度股價(元)漲跌(%),獲利金額(億)營業收入,獲利金額(億)營業毛利,獲利金額(億)營業利益,獲利金額(億)業外損益,獲利金額(億)稅後淨利,獲利率(%)營業毛利,獲利率(%)營業利益,獲利率(%)業外損益,獲利率(%)稅後淨利,單季ROE(%),年估ROE(%),單季ROA(%),年估ROA(%),EPS(元)稅後EPS,EPS(元)年增(元),BPS(元)
0,2483,2021Q1,-,-,20.15,19.8,-0.05,-0.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2483,2020Q4,-,-,20.2,19.3,+1.2,+6.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,2483,2020Q3,10.9,51,19,19,-0.15,-0.8,4.53,0.94,0.12,-0.08,0.05,20.8,2.71,-1.69,1.07,0.21,0.82,0.13,0.51,0.04,-0.35,21.52
3,2483,2020Q2,10.9,51,19.15,18.8,+2.85,+17.5,4.7,1.05,0.28,0.06,0.25,22.4,5.86,1.17,5.41,1.08,4.33,0.67,2.69,0.23,-0.26,21.39
4,2483,2020Q1,11.1,57,16.3,19.2,-4.25,-20.7,3.87,0.79,-0.02,0.75,0.68,20.3,-0.61,19.5,17.5,2.84,11.3,1.8,7.2,0.61,+0.03,21.15
5,2483,2019Q4,11.1,43,20.55,20.4,+0.25,+1.2,4.32,0.88,0.1,-0.16,-0.01,20.3,2.27,-3.77,-0.33,-0.06,-0.23,-0.04,-0.16,-0.01,-0.25,21.77
6,2483,2019Q3,11.1,49,20.3,20.5,-0.7,-3.3,4.49,0.98,0.17,0.19,0.43,21.7,3.81,4.33,9.66,1.79,7.17,1.19,4.77,0.39,-0.23,21.86
7,2483,2019Q2,11.1,51,21,20.6,+0.8,+4,4.56,0.85,-0.08,0.69,0.54,18.7,-1.79,15.2,11.9,2.22,8.89,1.44,5.76,0.49,-0.04,21.59
8,2483,2019Q1,11.1,51,20.2,19.4,+1.6,+8.6,4.52,0.9,-0.01,0.83,0.64,20,-0.12,18.4,14.1,2.6,10.4,1.68,6.73,0.58,+0.47,22.5
9,2483,2018Q4,11.1,49,18.6,18.1,-1.3,-6.5,4.76,1.03,0.14,0.18,0.27,21.6,2.93,3.86,5.6,1.1,4.41,0.71,2.85,0.24,-0.11,21.58
