ID,sid,季度,股本(億),財報評分,季度股價(元)收盤,季度股價(元)平均,季度股價(元)漲跌,季度股價(元)漲跌(%),獲利金額(億)營業收入,獲利金額(億)營業毛利,獲利金額(億)營業利益,獲利金額(億)業外損益,獲利金額(億)稅後淨利,獲利率(%)營業毛利,獲利率(%)營業利益,獲利率(%)業外損益,獲利率(%)稅後淨利,單季ROE(%),年估ROE(%),單季ROA(%),年估ROA(%),EPS(元)稅後EPS,EPS(元)年增(元),BPS(元)
0,1308,2021Q1,-,-,20.3,20.2,-1.2,-5.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1308,2020Q4,-,-,21.5,19.3,+3.8,+21.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,1308,2020Q3,58.2,43,17.7,18.5,-1.45,-7.6,13.1,1.74,1.26,0.86,1.92,13.2,9.6,6.57,14.6,1.85,7.4,1.24,4.95,0.33,-0.04,18.48
3,1308,2020Q2,55.4,49,19.15,17.1,+5.2,+37.3,13.6,2.03,1.54,1.04,2.21,15,11.4,7.62,16.3,2.24,8.95,1.43,5.7,0.38,+0.01,18.03
4,1308,2020Q1,55.4,49,13.95,14.5,-1.85,-11.7,13.1,2.36,1.81,-0.01,1.46,18,13.8,-0.06,11.1,1.46,5.85,0.89,3.58,0.26,+0.01,17.63
5,1308,2019Q4,55.4,53,15.8,15.6,+0.85,+5.7,17.5,3.67,3.07,0.25,2.74,21,17.6,1.45,15.7,2.71,10.9,1.62,6.47,0.49,+0.45,18.45
6,1308,2019Q3,55.4,45,14.95,14.8,+1.2,+8.7,16.5,2.45,1.85,0.55,2.06,14.9,11.2,3.31,12.5,2.08,8.32,1.23,4.91,0.37,+0.19,17.99
7,1308,2019Q2,55.4,45,13.75,14.1,-0.35,-2.5,16.9,2.47,1.87,0.64,2.04,14.6,11.1,3.78,12.1,2.08,8.3,1.23,4.92,0.37,+0.23,17.71
8,1308,2019Q1,55.4,40,14.1,14,+1,+7.6,17.1,1.77,1.19,0.43,1.37,10.3,6.96,2.5,8,1.4,5.61,0.85,3.39,0.25,+0.09,17.81
9,1308,2018Q4,55.4,38,13.1,14.1,-3.4,-20.6,18.9,1.02,0.45,-0.16,0.23,5.42,2.41,-0.86,1.23,0.24,0.96,0.15,0.61,0.04,-0.13,17.32
10,1308,2018Q3,55.4,36,16.5,17,-1.05,-6,15.3,0.41,-0.09,1.13,1.02,2.67,-0.62,7.42,6.69,1.04,4.16,0.68,2.73,0.18,-0.11,17.79
11,1308,2018Q2,51.8,47,17.55,17.9,-0.35,-2,16.4,0.64,0.09,0.89,0.79,3.89,0.55,5.45,4.81,0.8,3.21,0.53,2.11,0.14,-0.2,18.88
12,1308,2018Q1,51.8,45,17.9,18.2,-1.4,-7.3,13.3,0.78,0.27,0.59,0.83,5.87,2.04,4.43,6.24,0.84,3.37,0.56,2.23,0.16,-0.14,18.96
13,1308,2017Q4,51.8,47,19.3,19,+0.2,+1,16,1.54,0.96,0.08,0.91,9.62,6.02,0.53,5.67,0.93,3.73,0.62,2.46,0.17,-0.27,18.95
14,1308,2017Q3,51.8,47,19.1,18.8,+0.15,+0.8,17.1,1.45,0.9,0.78,1.5,8.48,5.27,4.57,8.77,1.57,6.3,1.02,4.08,0.29,0,18.54
15,1308,2017Q2,50.3,47,18.95,18.6,+0.5,+2.7,15.7,1.67,1.1,0.99,1.75,10.7,7,6.34,11.2,1.84,7.35,1.19,4.76,0.34,-0.05,18.79
16,1308,2017Q1,50.3,45,18.45,19.1,-0.6,-3.1,15.3,2.31,1.75,-0.01,1.49,15.1,11.4,-0.07,9.76,1.56,6.24,1.02,4.08,0.3,+0.11,19.17
17,1308,2016Q4,50.3,55,19.05,18.8,+1.15,+6.4,17.7,2.62,2.06,0.54,2.21,14.8,11.7,3.08,12.5,2.37,9.49,1.53,6.12,0.44,+0.18,18.88
18,1308,2016Q3,50.3,51,17.9,17.8,+0.8,+4.7,14.4,1.45,0.95,0.73,1.49,10.1,6.56,5.07,10.4,1.67,6.69,1.05,4.2,0.29,+0.08,18.02
19,1308,2016Q2,49.3,55,17.1,17.6,-1.1,-6,13.2,2.05,1.52,0.95,2,15.6,11.5,7.18,15.3,2.26,9.04,1.61,6.46,0.39,+0.03,17.73
20,1308,2016Q1,49.3,47,18.2,18,+0.95,+5.5,13.6,1.68,1.15,0.03,0.96,12.3,8.43,0.22,7.15,1.09,4.37,0.93,3.73,0.19,-0.07,17.98
21,1308,2015Q4,49.3,49,17.25,18.1,-0.35,-2,14.7,1.76,1.21,0.38,1.26,12,8.26,2.59,9.13,1.53,6.12,1.33,5.31,0.26,+0.09,17.63
22,1308,2015Q3,49.3,47,17.6,16.7,-0.5,-2.8,12.3,1.28,0.82,0.34,1.04,10.4,6.67,2.75,8.44,1.2,4.82,1.03,4.12,0.21,-0.11,17.57
23,1308,2015Q2,47,57,18.1,20.5,-3.05,-14.4,12.6,1.78,1.29,0.92,1.8,14.2,10.2,7.36,14.3,2.04,8.14,1.78,7.11,0.36,+0.01,18.41
24,1308,2015Q1,47,51,21.15,22.5,-3,-12.4,12.3,1.26,0.8,0.61,1.21,10.2,6.49,4.99,9.86,1.34,5.37,1.21,4.85,0.26,+0.04,19.23
25,1308,2014Q4,47,53,24.15,20.5,+3.5,+16.9,11.8,1.27,0.87,0.13,0.81,10.7,7.33,1.11,6.89,0.92,3.68,0.82,3.28,0.17,-0.09,19.28
