ID,sid,季度,股本(億),財報評分,季度股價(元)收盤,季度股價(元)平均,季度股價(元)漲跌,季度股價(元)漲跌(%),獲利金額(億)營業收入,獲利金額(億)營業毛利,獲利金額(億)營業利益,獲利金額(億)業外損益,獲利金額(億)稅後淨利,獲利率(%)營業毛利,獲利率(%)營業利益,獲利率(%)業外損益,獲利率(%)稅後淨利,單季ROE(%),年估ROE(%),單季ROA(%),年估ROA(%),EPS(元)稅後EPS,EPS(元)年增(元),BPS(元)
0,2108,2021Q1,-,-,58.3,59.3,-2.8,-4.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2108,2020Q4,-,-,61.1,62.1,+11.2,+22.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,2108,2020Q3,49.2,85,49.9,41.9,+11,+28.3,34.5,15.8,11.8,-0.54,8.15,45.9,34.2,-1.55,24.1,9.45,37.8,7.3,29.2,1.65,+1.1,17.94
3,2108,2020Q2,49.2,77,38.9,34.1,+12.05,+44.9,27.1,9.43,6.05,-0.24,4.21,34.8,22.3,-0.89,16.2,5.01,20,3.93,15.7,0.86,+0.04,16.26
4,2108,2020Q1,49.2,70,26.85,28.7,-3.25,-10.8,26.5,7.41,4.17,0.56,3.61,28,15.7,2.11,14.2,4.21,16.8,3.5,14,0.73,-0.18,17.72
5,2108,2019Q4,49.2,68,30.1,30.5,-1.2,-3.8,29.8,7.58,4.77,-0.69,3.06,25.5,16,-2.31,10.7,3.7,14.8,3.03,12.1,0.62,-0.12,17.01
6,2108,2019Q3,49.2,68,31.3,33.4,-4.7,-13.1,32.1,7.42,4.35,0.41,2.71,23.1,13.5,1.28,8.8,3.36,13.5,2.65,10.6,0.55,-0.4,16.52
7,2108,2019Q2,49.2,68,36,34.3,+2.95,+8.9,30.3,8.16,4.78,0.54,4.03,26.9,15.7,1.77,13.7,4.86,19.4,3.88,15.5,0.82,-0.06,16.16
8,2108,2019Q1,49.2,72,33.05,31.5,+5.25,+18.9,31.7,9.05,5.9,0.25,4.47,28.5,18.6,0.78,14.6,5.41,21.7,4.47,17.9,0.91,+0.34,17.23
9,2108,2018Q4,49.2,72,27.8,28.9,-1.55,-5.3,35.1,8.8,5.13,0.24,3.66,25,14.6,0.7,10.9,4.72,18.9,3.83,15.3,0.74,+0.06,16.16
10,2108,2018Q3,49.2,70,29.35,30.4,+0.95,+3.3,39.5,8.72,5.39,0.7,4.66,22.1,13.7,1.78,12.1,6.22,24.9,4.94,19.7,0.95,+0.53,15.33
11,2108,2018Q2,46.9,70,28.4,26.4,+4.15,+17.1,32.9,7.58,4.58,1.21,4.35,23,13.9,3.67,13.7,5.99,24,4.82,19.3,0.88,+0.62,15.33
12,2108,2018Q1,46.9,62,24.25,23.1,+0.75,+3.2,30.6,7.45,4.29,-0.25,2.68,24.3,14,-0.82,9.25,3.85,15.4,3.17,12.7,0.57,+0.22,15.36
13,2108,2017Q4,46.9,70,23.5,22.6,+1.4,+6.3,32.3,7.41,4.4,-0.11,3.19,23,13.7,-0.34,10.5,4.82,19.3,3.95,15.8,0.68,+0.35,14.75
14,2108,2017Q3,46.9,60,22.1,22.7,-1.9,-7.9,28.7,5.35,2.6,0.09,2.05,18.7,9.06,0.31,7.69,3.28,13.1,2.65,10.6,0.42,+0.17,14.04
15,2108,2017Q2,44.7,57,24,23.7,-0.4,-1.6,25.7,3.94,1.53,0.13,1.27,15.3,5.94,0.51,5.51,2.11,8.45,1.71,6.85,0.26,-0.37,14.2
16,2108,2017Q1,44.7,51,24.4,23.8,+2.55,+11.7,29.8,5.55,2.92,-0.65,1.63,18.6,9.81,-2.17,5.95,2.59,10.4,2.14,8.57,0.35,-0.18,14.8
17,2108,2016Q4,44.7,55,21.85,22.3,-0.65,-2.9,25.9,3.87,1.4,0.58,1.48,14.9,5.42,2.26,6.19,2.37,9.49,1.96,7.84,0.33,-0.32,14.8
18,2108,2016Q3,44.7,53,22.5,24.5,-3.55,-13.6,23.1,4.5,1.98,-0.44,1.11,19.5,8.56,-1.91,5.19,1.79,7.16,1.42,5.67,0.25,-0.57,14.53
19,2108,2016Q2,42.5,66,26.05,26.6,-0.85,-3.2,23.5,5.66,3.17,0.31,2.81,24.1,13.5,1.33,12.3,4.13,16.5,3.31,13.2,0.63,-0.11,15.26
20,2108,2016Q1,42.5,68,26.9,24.5,+2.6,+10.7,22.5,5.97,3.2,-0.37,2.24,26.5,14.2,-1.62,10.3,3.21,12.8,2.69,10.8,0.53,-0.01,16.76
21,2108,2015Q4,42.5,70,24.3,26.8,-2.7,-10,23.3,6.14,3.38,0.15,2.75,26.4,14.5,0.64,12.1,3.98,15.9,3.26,13,0.65,+0.38,16.3
22,2108,2015Q3,42.5,70,27,25,-0.7,-2.5,26,6.81,4.08,0.89,3.48,26.2,15.7,3.42,13.8,5.33,21.3,4.34,17.4,0.82,+0.63,15.95
23,2108,2015Q2,41.5,72,27.7,23.1,+10.6,+62,26.1,6.78,4.12,0.02,3.14,26,15.8,0.09,12.5,5.08,20.3,4.16,16.6,0.74,+0.7,15.15
24,2108,2015Q1,41.5,68,17.1,16.4,+1,+6.2,21.3,4.8,2.64,0.13,2.22,22.5,12.4,0.62,10.8,3.71,14.8,2.97,11.9,0.54,+0.48,14.76
25,2108,2014Q4,41.5,53,16.1,15.6,-0.45,-2.7,21.7,3.57,1.13,0.41,1.12,16.5,5.22,1.9,5.5,1.99,7.95,1.56,6.25,0.27,+0.08,14.31
26,2108,2014Q3,41.5,51,16.55,17,-1.1,-6.2,21.9,3.19,1.04,0.23,0.8,14.6,4.77,1.06,4.09,1.54,6.17,1.19,4.78,0.19,+0.18,13.76
27,2108,2014Q2,39.9,49,17.65,18.6,-1.15,-6.1,20.8,2.3,0.26,-0.04,0.15,11.1,1.24,-0.18,1.04,0.37,1.5,0.29,1.15,0.04,-0.18,13.9
28,2108,2014Q1,39.9,43,18.8,19.2,-0.45,-2.3,17.6,2.02,0.1,0.22,0.24,11.5,0.55,1.22,1.54,0.46,1.84,0.35,1.4,0.06,-0.34,14.42
29,2108,2013Q4,39.9,47,19.25,20.2,-2.05,-9.6,19.3,2.96,0.83,0.16,0.77,15.3,4.31,0.85,3.91,1.3,5.18,0.96,3.86,0.19,-0.12,14.39
30,2108,2013Q3,39.9,49,21.3,19.4,+1.8,+9.2,19.7,2.13,0.09,0.01,0.05,10.8,0.47,0.03,0.36,0.12,0.49,0.09,0.36,0.01,-0.17,14.04
31,2108,2013Q2,38,47,19.5,20,-0.2,-1,22,2.99,0.85,0.14,0.9,13.6,3.86,0.64,4.06,1.54,6.17,1.15,4.59,0.22,+0.15,14.82
32,2108,2013Q1,38,51,19.7,19.5,+0.95,+5.1,24.3,3.8,1.69,0.2,1.53,15.6,6.94,0.81,6.31,2.7,10.8,2.05,8.21,0.4,-0.03,14.94
33,2108,2012Q4,38,47,18.75,18.5,-2.5,-11.8,26.1,4.89,1.28,0.47,1.16,18.7,4.89,1.81,5.26,2.51,10,1.92,7.67,0.31,-0.09,14.67
34,2108,2012Q3,38,51,21.25,24.8,-5.4,-20.3,24.7,2.53,0.88,-0.01,0.7,10.2,3.57,-0.05,2.83,1.3,5.2,0.97,3.89,0.18,-0.55,14.15
35,2108,2012Q2,36.2,45,26.65,25.4,-0.35,-1.3,24.1,1.74,0,0.23,0.26,7.23,-0.02,0.96,1.08,0.46,1.84,0.35,1.39,0.07,-0.77,14.86
36,2108,2012Q1,36.2,47,27,26,+3.65,+15.6,25.9,3.85,2.02,-0.04,1.53,14.9,7.79,-0.15,5.92,2.63,10.5,2.09,8.37,0.43,-0.28,16.24
37,2108,2011Q4,36.2,60,23.35,24.8,-1.8,-7.2,26.6,2.94,1.31,-,1.44,11.1,4.92,-,5.42,2.51,10,1.99,7.96,0.4,-0.14,16.04
38,2108,2011Q3,36.2,53,25.15,30.5,-2.75,-9.9,29.4,4.73,2.98,-,2.66,16.1,10.1,-,9.03,4.91,19.6,3.66,14.6,0.73,+0.43,15.65
