ID,sid,季度,股本(億),財報評分,季度股價(元)收盤,季度股價(元)平均,季度股價(元)漲跌,季度股價(元)漲跌(%),獲利金額(億)營業收入,獲利金額(億)營業毛利,獲利金額(億)營業利益,獲利金額(億)業外損益,獲利金額(億)稅後淨利,獲利率(%)營業毛利,獲利率(%)營業利益,獲利率(%)業外損益,獲利率(%)稅後淨利,單季ROE(%),年估ROE(%),單季ROA(%),年估ROA(%),EPS(元)稅後EPS,EPS(元)年增(元),BPS(元)
0,1220,2021Q1,-,-,11.7,12,-0.9,-7.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1220,2020Q4,-,-,12.6,12.2,+1.1,+9.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,1220,2020Q3,17.7,47,11.5,11.5,+0.3,+2.7,8.12,1.28,0.7,0.02,0.56,15.8,8.68,0.21,7.17,2.36,9.46,1.95,7.82,0.31,+0.04,13.09
3,1220,2020Q2,17.7,55,11.2,10.7,+1.15,+11.4,6.42,0.9,0.36,0.25,0.53,14.1,5.62,3.94,8.23,2.14,8.57,1.73,6.92,0.3,+0.16,12.78
4,1220,2020Q1,17.7,55,10.05,10.2,-0.5,-4.7,6.01,1,0.43,-0.16,0.17,16.6,7.15,-2.64,3.03,0.73,2.93,0.58,2.33,0.09,+0.04,13.08
5,1220,2019Q4,17.7,49,10.55,10.3,+0.56,+5.6,9.06,1.24,0.63,0.01,0.45,13.7,6.92,0.13,5.29,1.96,7.83,1.57,6.26,0.25,+0.15,12.98
6,1220,2019Q3,17.7,47,9.99,10.5,-1.21,-10.8,7.69,1.24,0.62,-0.01,0.47,16.1,8.12,-0.08,6.31,2.03,8.12,1.62,6.49,0.27,+0.18,12.65
7,1220,2019Q2,17.7,43,11.2,11.2,0,0,6.95,1.03,0.43,-0.05,0.25,14.8,6.23,-0.68,4.11,1.19,4.75,0.95,3.78,0.14,0,12.38
8,1220,2019Q1,17.7,53,11.2,11,+0.3,+2.8,6.13,0.68,0.14,0.04,0.09,11.1,2.21,0.69,2.46,0.62,2.49,0.49,1.97,0.05,-0.13,12.7
9,1220,2018Q4,17.7,47,10.9,11.6,-0.9,-7.6,8.02,0.91,0.3,0.02,0.18,11.3,3.74,0.28,3.18,1.06,4.23,0.83,3.32,0.1,+0.04,12.64
10,1220,2018Q3,17.7,43,11.8,11.9,-0.55,-4.5,7.41,0.81,0.19,0.07,0.17,10.9,2.55,0.94,2.82,0.88,3.5,0.68,2.71,0.09,-0.1,12.55
11,1220,2018Q2,17.7,45,12.35,12,+1.3,+11.8,6.3,0.99,0.44,-0.01,0.25,15.8,6.94,-0.14,5.16,1.36,5.43,1.06,4.24,0.14,+0.01,12.45
12,1220,2018Q1,17.7,57,11.05,10.7,+0.65,+6.3,5.74,0.66,0.18,0.16,0.33,11.5,3.08,2.73,5.89,1.41,5.62,1.12,4.49,0.18,+0.13,12.71
13,1220,2017Q4,17.7,43,10.4,10.3,+0.1,+1,6.67,0.65,0.13,0.04,0.11,9.73,1.97,0.6,1.97,0.55,2.21,0.44,1.77,0.06,-0.15,12.52
14,1220,2017Q3,17.7,47,10.3,10.3,-0.7,-6.4,6.34,0.82,0.29,0.17,0.35,12.9,4.64,2.63,5.74,1.55,6.19,1.24,4.95,0.19,-0.04,12.41
15,1220,2017Q2,17.7,49,11,10.9,-0.15,-1.3,5.69,0.63,0.14,0.17,0.23,11.1,2.5,2.99,5.06,1.21,4.84,0.98,3.91,0.13,-0.18,12.25
16,1220,2017Q1,17.7,55,11.15,11,+0.25,+2.3,4.96,0.65,0.18,-0.07,0.09,13.1,3.54,-1.36,1.19,0.24,0.97,0.2,0.79,0.05,-0.14,12.76
17,1220,2016Q4,17.7,55,10.9,10.7,+0.05,+0.5,7.41,0.86,0.16,0.55,0.36,11.6,2.16,7.48,8.8,2.75,11,2.19,8.74,0.21,+0.02,12.62
18,1220,2016Q3,17.7,40,10.85,10.9,-0.95,-8.1,6.94,0.94,0.36,-0.01,0.41,13.5,5.16,-0.15,3.76,1.12,4.48,0.88,3.52,0.23,-0.09,12.43
19,1220,2016Q2,17.7,53,11.8,10.8,+1.25,+11.8,7.83,1.22,0.63,0.05,0.54,15.6,8.1,0.69,7.42,2.5,10,1.96,7.84,0.31,+0.14,12.11
20,1220,2016Q1,17.7,47,10.55,10.6,-0.2,-1.9,6.46,0.94,0.41,0.05,0.33,14.5,6.41,0.73,6.02,1.68,6.71,1.29,5.15,0.19,+0.2,12.29
21,1220,2015Q4,17.7,45,10.75,10.2,+0.87,+8.8,8.46,0.98,0.44,-0.08,0.33,11.6,5.19,-0.91,3.18,1.17,4.69,0.88,3.52,0.19,+0.21,12.15
22,1220,2015Q3,17.7,49,9.88,10,-0.42,-4.1,8.28,1.17,0.57,0.19,0.57,14.1,6.85,2.29,7.93,2.95,11.8,2.18,8.71,0.32,+0.22,11.97
23,1220,2015Q2,17.7,47,10.3,10.6,-0.5,-4.6,7.64,0.82,0.24,0,0.31,10.7,3.16,0.01,2.41,0.84,3.35,0.61,2.44,0.17,+0.06,11.69
24,1220,2015Q1,17.7,38,10.8,10.5,+0.35,+3.3,8.37,0.5,-0.13,0.08,-0.02,5.99,-1.52,0.93,-0.46,-0.17,-0.69,-0.12,-0.49,-0.01,-0.13,11.88
25,1220,2014Q4,17.7,32,10.45,10.1,+0.35,+3.5,12.7,0.32,-0.17,0.1,-0.04,2.49,-1.31,0.78,-0.57,-0.33,-1.32,-0.23,-0.93,-0.02,0,11.84
