ID,sid,季度,股本(億),財報評分,季度股價(元)收盤,季度股價(元)平均,季度股價(元)漲跌,季度股價(元)漲跌(%),獲利金額(億)營業收入,獲利金額(億)營業毛利,獲利金額(億)營業利益,獲利金額(億)業外損益,獲利金額(億)稅後淨利,獲利率(%)營業毛利,獲利率(%)營業利益,獲利率(%)業外損益,獲利率(%)稅後淨利,單季ROE(%),年估ROE(%),單季ROA(%),年估ROA(%),EPS(元)稅後EPS,EPS(元)年增(元),BPS(元)
0,2723,2021Q1,-,-,155,140,+14,+9.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2723,2020Q4,-,-,141,128,+39,+38.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,2723,2020Q3,18,60,102,101,0,0,53.1,32,5.91,-0.32,3.93,60.2,11.1,-0.6,7.52,4,16,1.79,7.15,2.19,+0.87,56.87
3,2723,2020Q2,18,55,102,98.5,+26.9,+35.8,44.2,25.9,2.75,0.03,2.08,58.6,6.23,0.06,4.73,2.09,8.38,0.92,3.69,1.16,-0.04,54.25
4,2723,2020Q1,18,53,75.1,97.7,-48.4,-39.2,47,27.9,1.52,-0.7,0.66,59.3,3.24,-1.49,1.14,0.53,2.11,0.24,0.95,0.36,-1.4,56.79
5,2723,2019Q4,18,51,123.5,132,-19.5,-13.6,57.5,34.2,4.56,-1.31,1.62,59.5,7.93,-2.28,2.83,1.6,6.4,0.72,2.89,0.9,-0.72,56.78
6,2723,2019Q3,18,49,143,163,-30.5,-17.6,58.9,34.8,4.26,-0.51,2.38,59.1,7.24,-0.87,4.11,2.38,9.51,1.05,4.2,1.32,-0.67,56.47
7,2723,2019Q2,18,53,173.5,187,-31.5,-15.4,58.1,34.9,3.8,-0.77,2.15,60,6.54,-1.32,3.63,1.99,7.97,0.89,3.56,1.2,-1.68,56.66
8,2723,2019Q1,18,57,205,214,-1,-0.5,57.1,34.2,4.45,0.38,3.17,60,7.79,0.66,5.58,2.97,11.9,1.59,6.38,1.76,-1.02,60.89
9,2723,2018Q4,18,57,206,223,-56,-21.4,58.6,34.3,4.56,0.04,2.92,58.6,7.79,0.08,4.97,2.83,11.3,1.81,7.25,1.62,-1.93,58.08
10,2723,2018Q3,18,62,262,258,-33,-11.2,59.7,34.8,4.22,0.3,3.58,58.2,7.07,0.5,5.68,3.37,13.5,2.08,8.31,1.99,-1.37,56.11
11,2723,2018Q2,18,68,295,337,-80,-21.3,61.4,36.5,6.92,0.39,5.18,59.4,11.3,0.63,8.48,5.07,20.3,3.14,12.6,2.88,-0.04,55.39
12,2723,2018Q1,16.3,66,375,399,-60,-13.8,61.4,36.1,7.14,0.61,5,58.8,11.6,0.99,8.29,4.97,19.9,3.15,12.6,2.78,-0.44,64.17
13,2723,2017Q4,16.3,68,435,374,+112,+34.7,61.4,36.5,7.67,-0.19,5.79,59.4,12.5,-0.31,9.57,6.1,24.4,3.83,15.3,3.55,+0.15,60.46
14,2723,2017Q3,16.3,70,323,346,-5,-1.5,61.9,36.5,7.88,0.53,6.05,58.9,12.7,0.86,9.75,6.71,26.8,4.15,16.6,3.36,+0.02,56.89
15,2723,2017Q2,14.8,68,328,319,+41,+14.3,53.4,31.9,6.18,0.8,4.76,59.8,11.6,1.5,9.07,5.54,22.2,3.55,14.2,2.92,+0.28,57.95
16,2723,2017Q1,14.8,68,287,285,+42,+17.1,53.5,31.7,6.61,0.21,4.78,59.2,12.3,0.39,8.95,5.48,21.9,3.61,14.4,3.22,+0.6,59.03
17,2723,2016Q4,14.8,72,245,274,-67,-21.5,55.2,32.6,6.84,0.05,5.04,59.1,12.4,0.09,9.48,6.2,24.8,4.02,16.1,3.4,+0.92,57.97
18,2723,2016Q3,14.8,70,312,314,+28,+9.9,56.3,33.2,6.47,0.2,4.95,59,11.5,0.35,8.87,6.2,24.8,4,16,3.34,+0.41,55.01
19,2723,2016Q2,14.1,62,284,278,+27,+10.5,54.3,31.7,5.39,-0.06,3.73,58.5,9.93,-0.11,7.01,4.77,19.1,3.06,12.3,2.64,+1.32,55.63
20,2723,2016Q1,14.1,64,257,224,+22,+9.4,54.7,30.7,4.93,0.14,3.69,56.1,9.02,0.25,6.94,4.82,19.3,3.07,12.3,2.62,+1.28,56.46
21,2723,2015Q4,14.1,64,235,214,+40,+20.5,54.5,30.3,4.87,-0.22,3.5,55.6,8.94,-0.4,6.59,4.72,18.9,2.95,11.8,2.48,+0.98,54.1
22,2723,2015Q3,14.1,66,195,161,+45.5,+30.4,54.9,30.8,5.25,0.2,4.14,56.2,9.56,0.36,7.67,5.86,23.4,3.69,14.7,2.93,+2.05,52.99
23,2723,2015Q2,14.1,60,149.5,147,+10,+7.2,47.4,27.4,3.54,-0.58,1.86,57.9,7.47,-1.23,4.09,2.82,11.3,1.83,7.32,1.32,+1.26,48.19
24,2723,2015Q1,14.1,60,139.5,161,-22,-13.6,47.8,27.3,3.14,-0.5,1.89,57.2,6.57,-1.04,4.02,2.81,11.2,1.89,7.58,1.34,+0.04,48.63
25,2723,2014Q4,14.1,62,161.5,186,-89,-35.5,48.4,27.6,3.19,0.08,2.12,57,6.58,0.16,4.4,3.24,12.9,2.24,8.95,1.5,+0.85,47.65
26,2723,2014Q3,14.1,62,250.5,240,+19,+8.2,47.4,25.8,1.58,0.52,1.24,54.4,3.34,1.11,2.78,2.1,8.39,1.46,5.85,0.88,-0.24,45.02
27,2723,2014Q2,14.1,57,231.5,237,-4.5,-1.9,41.2,23.3,0.88,-0.1,0.09,56.6,2.12,-0.24,0.32,0.21,0.83,0.15,0.59,0.06,-0.93,43.29
28,2723,2014Q1,14.1,64,236,215,+34.5,+17.1,42.2,24.1,2.83,0.15,1.83,57.2,6.72,0.36,4.4,2.93,11.7,2.1,8.4,1.3,-0.01,45.17
29,2723,2013Q4,14.1,57,201.5,204,-10.5,-5,39.3,21.5,1.9,-0.34,0.92,54.7,4.84,-0.86,2.66,1.69,6.77,1.19,4.77,0.65,-0.53,43.96
30,2723,2013Q3,14.1,62,212,189,+39,+22.5,40,22.1,2.29,0.17,1.58,55.1,5.71,0.43,4.1,2.7,10.8,1.83,7.33,1.12,-0.69,42.76
31,2723,2013Q2,14.1,57,173,170,+4.5,+2.7,35.9,20.3,2.29,-0.09,1.4,56.4,6.38,-0.24,4.07,2.32,9.29,1.63,6.53,0.99,-0.68,42.04
32,2723,2013Q1,14.1,64,168.5,195,-21.5,-11.3,35.8,20.1,2.93,0.07,1.85,56.1,8.18,0.2,5.28,2.96,11.9,2.19,8.75,1.31,-0.98,45.57
33,2723,2012Q4,14.1,62,190,200,-31.5,-14.2,35.4,19.4,2.62,0,1.66,54.9,7.41,0,4.73,2.73,10.9,1.97,7.87,1.18,-1.34,43.35
34,2723,2012Q3,14.1,70,221.5,226,+15.5,+7.5,35.4,19.4,3.08,0.63,2.55,54.8,8.72,1.79,7.53,4.49,18,3.25,13,1.81,-0.49,42.2
35,2723,2012Q2,14.1,68,206,222,-38.5,-15.7,31.8,17.6,2.71,0.53,2.35,55.4,8.52,1.66,7.66,4.09,16.3,3.05,12.2,1.67,+0.09,40.65
36,2723,2012Q1,13.4,77,244.5,228,+41.5,+20.4,32.9,18.4,4.64,0.06,3.24,56,14.1,0.17,10.1,5.5,22,4.13,16.5,2.29,+0.17,44.78
37,2723,2011Q4,13.4,73,203,204,-9.5,-4.5,32.1,17.4,4.08,-,3.38,54.2,12.7,-,10.7,5.98,23.9,4.47,17.9,2.52,+0.74,43.21
38,2723,2011Q3,13.4,73,212.5,220,-47.5,-18.3,34,18,3.9,-,3.1,53.1,11.5,-,9.28,5.98,23.9,4.42,17.7,2.3,+0.21,40.63
39,2723,2011Q2,12.8,67,260,267,+31,+13.5,23.9,12.7,2.58,-,2.02,53.1,10.8,-,8.57,3.99,15.9,3.01,12,1.58,-0.11,38.45
40,2723,2011Q1,12.8,76,229,270,-64,-21.8,24.5,13.1,3.48,-,2.71,53.7,14.2,-,11.2,5.35,21.4,4.2,16.8,2.12,+0.31,40.73
41,2723,2010Q4,12.8,74,293,341,+125,+74.4,19.8,10.5,2.69,0.01,2.05,53,13.5,0.04,10.2,5.43,21.7,3.99,16,1.78,-1.1,38.15
42,2723,2010Q3,11.4,74,-,-,-,-,22.4,11.8,2.92,0.34,2.37,52.9,13,1.53,10.9,10.1,40.5,6.61,26.5,2.09,+0.38,21.44
43,2723,2010Q2,11.4,72,-,-,-,-,21.2,11.2,2.3,0.27,1.92,53,10.9,1.28,9.33,8.82,35.3,5.82,23.3,1.69,-1.69,19.42
44,2723,2010Q1,7,70,-,-,-,-,20.1,10.6,3.01,0.03,1.93,52.4,14.9,0.14,9.6,9.2,36.8,5.96,23.8,1.81,-,-
45,2723,2009Q4,7,74,-,-,-,-,18.7,9.88,2.88,-0.07,1.9,52.8,15.4,-0.38,10.3,10.4,41.7,6.55,26.2,2.88,+1.89,27.7
46,2723,2009Q3,4.51,77,-,-,-,-,16.8,8.36,2.52,0.04,1.78,49.8,15,0.25,11,14.3,57.3,8.27,33.1,1.71,-,-
47,2723,2009Q2,4.19,73,-,-,-,-,27.3,13.5,5.03,0.13,3.74,49.4,18.4,0.49,14,42.6,170,21.3,85.2,3.38,-,-
48,2723,2008Q4,4.19,66,-,-,-,-,13.7,6.51,1.42,-0.03,0.63,47.6,10.3,-0.22,4.17,11.1,44.3,4.25,17,0.99,-,11.6
