ID,sid,季度,股本(億),財報評分,季度股價(元)收盤,季度股價(元)平均,季度股價(元)漲跌,季度股價(元)漲跌(%),獲利金額(億)營業收入,獲利金額(億)營業毛利,獲利金額(億)營業利益,獲利金額(億)業外損益,獲利金額(億)稅後淨利,獲利率(%)營業毛利,獲利率(%)營業利益,獲利率(%)業外損益,獲利率(%)稅後淨利,單季ROE(%),年估ROE(%),單季ROA(%),年估ROA(%),EPS(元)稅後EPS,EPS(元)年增(元),BPS(元)
0,2114,2021Q1,-,-,90.4,89,-1,-1.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2114,2020Q4,-,-,91.4,83.7,+11.3,+14.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,2114,2020Q3,7.09,75,80.1,80.8,-2.3,-2.8,4,1.77,1.41,-0.33,0.86,44.2,35.3,-8.22,21.6,3.88,15.5,3.14,12.6,1.22,-0.08,32.04
3,2114,2020Q2,7.09,73,82.4,79.3,+10.6,+14.8,3.85,1.32,0.98,0.01,0.81,34.2,25.4,0.33,21,3.48,13.9,2.8,11.2,1.14,-0.27,30.82
4,2114,2020Q1,7.09,84,71.8,79.3,-10.9,-13.2,3.9,1.69,1.33,0.04,1.1,43.3,34.1,1.06,28.1,4.56,18.3,3.89,15.5,1.55,+0.01,34.68
5,2114,2019Q4,7.09,77,82.7,83.2,-0.6,-0.7,4.22,1.66,1.27,0.02,1.03,39.4,30,0.49,24.4,4.47,17.9,3.84,15.3,1.45,+0.09,33.13
6,2114,2019Q3,7.09,75,83.3,86.6,-5,-5.7,4.21,1.5,1.13,0.02,0.92,35.5,26.9,0.51,21.9,4.19,16.8,3.4,13.6,1.3,-0.23,31.78
7,2114,2019Q2,6.75,73,88.3,86.4,+0.1,+0.1,4.22,1.52,1.14,0.13,1,36,27,2.97,23.7,4.39,17.6,3.59,14.4,1.41,-0.38,32
8,2114,2019Q1,6.75,84,88.2,83.8,+8.4,+10.5,3.94,1.4,1.02,0.28,1.04,35.6,25.8,7.21,26.4,4.44,17.7,3.86,15.4,1.54,+0.37,35.51
9,2114,2018Q4,6.75,70,79.8,80.3,-14.1,-15,4.7,1.64,1.2,-0.06,0.92,34.9,25.7,-1.22,19.6,4.09,16.3,3.53,14.1,1.36,-0.48,33.97
10,2114,2018Q3,6.75,75,93.9,93,-1.8,-1.9,4.89,1.69,1.28,0.01,1.03,34.7,26.2,0.22,21.1,4.8,19.2,3.83,15.3,1.53,-0.13,32.59
11,2114,2018Q2,6.75,75,95.7,91.4,+3.7,+4,4.68,1.66,1.26,0.23,1.21,35.4,27,4.85,25.8,5.47,21.9,4.23,16.9,1.79,+0.52,31.06
12,2114,2018Q1,6.75,66,92,88,+4,+4.5,4.18,1.41,1.09,-0.15,0.79,33.8,26,-3.51,18.9,3.48,13.9,2.8,11.2,1.17,+0.93,34.27
13,2114,2017Q4,6.75,86,88,85.1,+14.2,+19.2,4.82,1.84,1.5,0,1.24,38.2,31.1,0,25.8,5.71,22.9,4.6,18.4,1.84,+0.23,33.1
14,2114,2017Q3,6.75,77,73.8,70.9,-0.5,-0.7,4.36,1.61,1.27,0.09,1.12,37,29,2,25.8,5.46,21.8,4.26,17.1,1.66,+0.66,31.27
15,2114,2017Q2,6.75,73,74.3,71.1,-2.7,-3.5,3.93,1.24,0.9,0.14,0.86,31.6,22.8,3.55,21.9,4.05,16.2,3.32,13.3,1.27,-0.14,29.6
16,2114,2017Q1,6.75,59,77,77.2,0,0,3.23,1.1,0.79,-0.59,0.16,34.1,24.3,-18.2,5.1,0.74,2.94,0.63,2.54,0.24,-0.93,33.33
