ID,sid,季度,股本(億),財報評分,季度股價(元)收盤,季度股價(元)平均,季度股價(元)漲跌,季度股價(元)漲跌(%),獲利金額(億)營業收入,獲利金額(億)營業毛利,獲利金額(億)營業利益,獲利金額(億)業外損益,獲利金額(億)稅後淨利,獲利率(%)營業毛利,獲利率(%)營業利益,獲利率(%)業外損益,獲利率(%)稅後淨利,單季ROE(%),年估ROE(%),單季ROA(%),年估ROA(%),EPS(元)稅後EPS,EPS(元)年增(元),BPS(元)
0,1519,2021Q1,-,-,42.4,45.1,-7.3,-14.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1519,2020Q4,-,-,49.7,50.8,+7.45,+17.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,1519,2020Q3,26.1,38,42.25,37.2,+14.3,+51.2,23.8,4.14,2.07,0,1.74,17.4,8.68,-0.02,7.31,5.29,21.2,1.84,7.35,0.66,+0.14,12.95
3,1519,2020Q2,26.1,32,27.95,26.5,+3.65,+15,18.1,3.25,1.41,0,1.26,18,7.81,0.01,6.97,3.99,16,1.42,5.69,0.48,+0.73,12.25
4,1519,2020Q1,26.1,28,24.3,28.2,-4.8,-16.5,16.8,2.56,0.05,0.02,0.04,15.3,0.31,0.13,0.24,0.12,0.49,0.05,0.19,0.02,-0.54,11.95
5,1519,2019Q4,26.1,36,29.1,27,+3.25,+12.6,30.6,4.7,2.35,-0.04,1.95,15.4,7.68,-0.14,6.37,5.95,23.8,2.18,8.73,0.74,+0.12,12.94
6,1519,2019Q3,26.1,34,25.85,25.1,+0.3,+1.2,14,2.65,1.03,0.11,1.35,18.9,7.35,0.79,9.69,4.38,17.5,1.57,6.3,0.52,+0.44,12.14
7,1519,2019Q2,26.1,21,25.55,23.4,+1.5,+6.2,14.8,1.57,-0.65,-0.05,-0.65,10.6,-4.36,-0.35,-4.14,-1.96,-7.85,-0.77,-3.06,-0.25,-0.05,11.65
8,1519,2019Q1,26.1,36,24.05,21.4,+5.2,+27.6,12.3,2.35,0.58,1.69,1.45,19.1,4.69,13.7,11.8,4.64,18.6,1.96,7.84,0.56,+0.82,12.33
9,1519,2018Q4,26.1,38,18.85,19.1,-4.4,-18.9,18.1,2.81,1.27,0.37,1.62,15.5,6.99,2.06,8.69,5.29,21.2,2.26,9.05,0.62,+0.56,11.75
10,1519,2018Q3,26.1,28,23.25,22.3,+0.25,+1.1,17.4,2.37,0.64,-0.24,0.19,13.7,3.68,-1.37,1.08,0.65,2.6,0.27,1.07,0.08,+0.15,11.05
11,1519,2018Q2,26.1,21,23,24.5,-2.85,-11,12,0.47,-0.97,0.43,-0.53,3.91,-8.05,3.56,-4.51,-1.83,-7.34,-0.79,-3.16,-0.2,-0.43,11.02
12,1519,2018Q1,26.1,21,25.85,21.6,+5,+24,12.5,0.59,-0.8,0.06,-0.68,4.72,-6.45,0.47,-5.51,-2.24,-8.95,-0.99,-3.96,-0.26,-0.4,11.62
13,1519,2017Q4,26.1,28,20.85,19.9,-0.2,-1,21,2.3,0.63,-0.36,0.15,11,2.98,-1.72,0.68,0.46,1.84,0.21,0.83,0.06,+0.05,11.93
14,1519,2017Q3,26.1,17,21.05,19.7,+3.85,+22.4,12.3,1.21,-0.05,-0.12,-0.17,9.85,-0.44,-0.98,-1.43,-0.56,-2.26,-0.25,-1.02,-0.07,-0.51,11.94
15,1519,2017Q2,26.1,28,17.2,17.2,+0.2,+1.2,13.5,2,0.52,0.23,0.59,14.8,3.85,1.73,4.42,1.85,7.41,0.84,3.38,0.23,-0.41,11.99
16,1519,2017Q1,26.1,28,17,17.6,-0.9,-5,11.9,1.87,0.48,-0.06,0.35,15.7,4.02,-0.49,2.95,1.07,4.29,0.5,2,0.14,+0.27,12.59
17,1519,2016Q4,26.1,30,17.9,17.6,-0.5,-2.7,13.6,2.36,0.38,-0.35,0.03,17.4,2.8,-2.57,0.14,0.06,0.23,0.03,0.11,0.01,-0.27,12.46
18,1519,2016Q3,26.1,36,18.4,16.3,+3.25,+21.5,13.9,2.29,0.8,0.62,1.15,16.5,5.78,4.43,8.23,3.57,14.3,1.57,6.29,0.44,+0.28,12.51
19,1519,2016Q2,26.1,38,15.15,15.5,-1,-6.2,19.4,3.63,1.97,-0.06,1.67,18.7,10.2,-0.32,8.59,5.3,21.2,2.19,8.75,0.64,+0.21,12.02
20,1519,2016Q1,26.1,17,16.15,15.8,+0.8,+5.2,10.4,1.88,-0.02,-0.35,-0.34,18.2,-0.18,-3.42,-3.39,-1.11,-4.45,-0.45,-1.79,-0.13,-0.12,12.02
21,1519,2015Q4,26.1,28,15.35,15.5,+1.45,+10.4,20.7,3.58,1,-0.16,0.75,17.3,4.83,-0.76,3.6,2.37,9.48,0.97,3.87,0.28,-0.27,12.08
22,1519,2015Q3,26.1,28,13.9,14.7,-1.65,-10.6,12.8,2.05,0.34,0.21,0.41,16,2.69,1.64,3.24,1.33,5.33,0.57,2.28,0.16,-0.07,11.94
